"testing","fold","env","individual","observed","predicted"
153,3,"14WW",13,172.3,185.909
154,3,"14WW",26,190,200.918
157,3,"14WW",52,219.3,207.492
158,3,"14WW",112,192.3,190.347
159,3,"14WW",8,188,194.509
164,3,"14WW",128,193.7,188.969
167,3,"14WW",92,178,193.665
172,3,"14WW",93,175,193.077
175,3,"14WW",96,199,205.999
191,3,"14WW",17,181,193.517
193,3,"16DS",37,161,188.462
194,3,"16DS",143,167,178.019
196,3,"16DS",29,184,193.47
200,3,"16DS",75,172.33,175.073
202,3,"16DS",123,0,115.139
205,3,"16DS",89,195.67,193.147
211,3,"16DS",69,181.67,196.656
213,3,"16DS",64,188.67,185.801
217,3,"16DS",141,188.67,184.897
226,3,"16DS",61,188,198.323
237,3,"16DS",131,164.33,169.575
239,3,"16DS",10,168.67,160.908
240,3,"16DS",55,190.67,191.46
249,3,"16DS",35,186,187.485
252,3,"16DS",48,183.67,172.959
261,3,"16DS",158,197.67,196.678
264,3,"16DS",76,187,183.041
265,3,"16DS",135,179.67,177.499
266,3,"16DS",70,184,171.821
274,3,"16DS",15,174,171.616
279,3,"16DS",16,182.67,191.169
297,3,"16WW",121,92,124.059
299,3,"16WW",66,194.33,192.127
304,3,"16WW",133,191,187.448
311,3,"16WW",1,189,188.933
312,3,"16WW",136,191,188.932
320,3,"16WW",60,201,194.993
329,3,"16WW",42,188.33,196.42
330,3,"16WW",114,210.33,205.63
342,3,"16WW",156,189,195.208
350,3,"16WW",33,163.67,201.256
351,3,"16WW",3,161.67,191.885
365,3,"16WW",81,205,210.687
366,3,"16WW",148,181,179.572
374,3,"16WW",36,201.67,198.187
378,3,"16WW",77,178,187.792
381,3,"16WW",139,210.67,204.478
1,4,"14DS",29,214.3,207.673
3,4,"14DS",93,203.3,197.45
7,4,"14DS",106,200,213.79
10,4,"14DS",139,214.7,213.221
16,4,"14DS",26,218.7,205.222
19,4,"14DS",64,199,207.366
25,4,"14DS",1,199,197.302
30,4,"14DS",5,192.3,200.849
37,4,"14DS",16,220,204.657
44,4,"14DS",8,205.7,201.66
47,4,"14DS",55,216,208.453
48,4,"14DS",133,206.7,193.437
49,4,"14DS",114,209,218.773
62,4,"14DS",17,196.7,200.406
68,4,"14DS",9,197.3,204.213
85,4,"14DS",61,212,218.144
89,4,"14DS",143,198.3,192.72
90,4,"14DS",35,202.7,207.653
93,4,"14DS",81,215.3,221.117
100,4,"14WW",70,173.7,185.01
106,4,"14WW",172,198,198.72
109,4,"14WW",20,189.3,190.669
111,4,"14WW",76,203.7,190.531
112,4,"14WW",18,214,196.625
113,4,"14WW",158,220,205.133
117,4,"14WW",136,177.7,189.079
122,4,"14WW",27,192.7,193.454
123,4,"14WW",10,174.3,173.649
125,4,"14WW",131,181.7,178.868
126,4,"14WW",36,199.3,195.678
141,4,"14WW",121,101.3,128.528
144,4,"14WW",154,186.3,191.093
152,4,"14WW",148,166.3,184.611
163,4,"14WW",3,186.7,186.116
165,4,"14WW",48,189.3,182.752
170,4,"14WW",47,193.3,200.189
177,4,"14WW",40,202.3,189.775
178,4,"14WW",97,186,192.204
180,4,"14WW",107,191.3,191.569
181,4,"14WW",90,172.7,191.223
186,4,"14WW",53,200.3,194.726
188,4,"14WW",75,186,184.514
192,4,"14WW",123,89.7,110.932
197,4,"16DS",159,187.33,186.704
198,4,"16DS",85,177.67,170.627
201,4,"16DS",58,190.33,186.153
203,4,"16DS",87,188.67,182.353
221,4,"16DS",19,185.33,178.967
222,4,"16DS",68,198,185.275
223,4,"16DS",28,185.67,184.1
227,4,"16DS",92,179.33,179.565
233,4,"16DS",145,178.33,191.821
235,4,"16DS",14,160,179.44
238,4,"16DS",11,173.67,172.878
244,4,"16DS",177,193.67,176.313
253,4,"16DS",95,187,187.453
255,4,"16DS",94,183,182.171
257,4,"16DS",67,191.33,187.178
260,4,"16DS",82,199.67,177.648
262,4,"16DS",38,188.67,180.257
267,4,"16DS",65,190.33,186.106
270,4,"16DS",77,163,178.328
272,4,"16DS",165,144.67,182.629
275,4,"16DS",33,172,182.318
278,4,"16DS",60,195.67,180.711
287,4,"16DS",57,183,178.783
300,4,"16WW",125,186,185.456
301,4,"16WW",2,187,178.734
308,4,"16WW",142,159.67,198.086
313,4,"16WW",96,213,201.898
315,4,"16WW",25,203,199.32
317,4,"16WW",24,203,197.384
318,4,"16WW",4,208.67,186.038
319,4,"16WW",138,182.67,179.976
322,4,"16WW",30,198.33,190.602
331,4,"16WW",135,193,188.111
332,4,"16WW",103,201,203.729
337,4,"16WW",78,191.33,190.019
339,4,"16WW",6,186.67,190.066
370,4,"16WW",54,210.67,205.72
373,4,"16WW",72,198.33,193.347
375,4,"16WW",173,197,187.091
380,4,"16WW",161,206.33,203.497
382,4,"16WW",13,196,179.431
4,5,"14DS",107,205.7,201.696
9,5,"14DS",40,202.3,201.928
13,5,"14DS",52,224,220.14
15,5,"14DS",85,204,191.229
17,5,"14DS",53,211.7,203.303
36,5,"14DS",66,201,199.438
38,5,"14DS",128,194.3,204.456
39,5,"14DS",10,177,184.968
52,5,"14DS",38,203,203.334
53,5,"14DS",92,199,200.865
55,5,"14DS",156,200.3,202.758
57,5,"14DS",24,204.3,207.824
60,5,"14DS",131,181.7,191.009
61,5,"14DS",19,202.3,201.17
63,5,"14DS",75,185.7,197.399
66,5,"14DS",4,201.7,200.264
74,5,"14DS",54,214.7,217.76
75,5,"14DS",94,197.3,204.918
76,5,"14DS",145,205.7,210.96
82,5,"14DS",154,201.3,198.926
92,5,"14DS",135,196.3,199.837
94,5,"14DS",37,205.7,202.207
99,5,"14WW",55,193.3,202.27
110,5,"14WW",114,213.7,203.893
116,5,"14WW",133,180.7,187.227
120,5,"14WW",72,205,192.409
128,5,"14WW",1,188.7,186.215
132,5,"14WW",89,196.3,202.875
135,5,"14WW",29,208.7,198.189
142,5,"14WW",5,178,193.775
149,5,"14WW",95,200.3,196.543
151,5,"14WW",82,198.3,190.997
160,5,"14WW",35,199.7,196.997
161,5,"14WW",57,200,187.799
168,5,"14WW",64,202.7,194.86
179,5,"14WW",77,177,189.134
183,5,"14WW",87,199.3,192.482
185,5,"14WW",103,202,202.531
190,5,"14WW",78,192.7,189.198
199,5,"16DS",161,200.67,191.259
206,5,"16DS",172,185,188.177
208,5,"16DS",136,183.33,174.091
212,5,"16DS",2,190,164.155
220,5,"16DS",30,188,178.856
224,5,"16DS",18,166,195.878
229,5,"16DS",138,160,172.939
230,5,"16DS",81,192.33,201.505
234,5,"16DS",121,70.67,124.024
236,5,"16DS",96,191.67,193.397
245,5,"16DS",47,202.33,185.321
250,5,"16DS",36,192,182.961
251,5,"16DS",83,189,181.993
263,5,"16DS",27,188.33,180.211
268,5,"16DS",20,181,177.883
276,5,"16DS",13,169.67,172.553
280,5,"16DS",142,181.33,179.815
281,5,"16DS",42,186,182.682
283,5,"16DS",106,196.67,188.826
284,5,"16DS",8,195.67,177.975
