"testing","fold","env","individual","observed","predicted"
2,1,"14DS",18,222.7,212.113
3,1,"14DS",93,203.3,193.807
5,1,"14DS",96,216,203.293
8,1,"14DS",15,192.7,193.385
14,1,"14DS",72,200,196.039
18,1,"14DS",57,190.7,211.81
22,1,"14DS",112,197,204.563
25,1,"14DS",1,199,184.135
35,1,"14DS",67,213.7,201.684
36,1,"14DS",66,201,191.956
40,1,"14DS",68,199,211.133
41,1,"14DS",30,204.7,175.221
44,1,"14DS",8,205.7,195.362
60,1,"14DS",131,181.7,188.41
65,1,"14DS",121,132.7,213.952
70,1,"14DS",161,214,198.789
74,1,"14DS",54,214.7,206.465
75,1,"14DS",94,197.3,201.044
85,1,"14DS",61,212,223.793
91,1,"14DS",2,198.3,177.606
112,1,"14WW",18,214,201.797
119,1,"14WW",94,198.3,190.728
120,1,"14WW",72,205,185.723
125,1,"14WW",131,181.7,178.095
127,1,"14WW",61,206.7,213.478
128,1,"14WW",1,188.7,173.819
131,1,"14WW",15,179.3,183.069
134,1,"14WW",66,195.3,181.64
136,1,"14WW",161,197,188.474
138,1,"14WW",68,204,200.817
141,1,"14WW",121,101.3,203.637
146,1,"14WW",30,196.7,164.906
148,1,"14WW",54,211.3,196.149
158,1,"14WW",112,192.3,194.247
159,1,"14WW",8,188,185.046
161,1,"14WW",57,200,201.494
169,1,"14WW",67,194,191.368
171,1,"14WW",2,181.3,167.291
172,1,"14WW",93,175,183.491
175,1,"14WW",96,199,192.978
199,1,"16DS",161,200.67,177.91
210,1,"16DS",72,182.33,175.16
212,1,"16DS",2,190,156.727
215,1,"16DS",1,184.67,163.256
220,1,"16DS",30,188,154.342
222,1,"16DS",68,198,190.254
224,1,"16DS",18,166,191.234
226,1,"16DS",61,188,202.914
234,1,"16DS",121,70.67,193.074
236,1,"16DS",96,191.67,182.414
237,1,"16DS",131,164.33,167.532
243,1,"16DS",54,189.67,185.586
247,1,"16DS",66,186.33,171.077
255,1,"16DS",94,183,180.165
257,1,"16DS",67,191.33,180.805
269,1,"16DS",112,180,183.684
274,1,"16DS",15,174,172.506
284,1,"16DS",8,195.67,174.483
285,1,"16DS",93,194.33,172.928
287,1,"16DS",57,183,190.931
293,1,"16WW",94,200,192.096
297,1,"16WW",121,92,205.005
299,1,"16WW",66,194.33,183.008
301,1,"16WW",2,187,168.659
310,1,"16WW",67,194.67,192.736
311,1,"16WW",1,189,175.188
313,1,"16WW",96,213,194.346
314,1,"16WW",61,208.33,214.846
322,1,"16WW",30,198.33,166.274
338,1,"16WW",18,179,203.166
347,1,"16WW",57,180,202.862
349,1,"16WW",15,181.67,184.437
356,1,"16WW",93,180.67,184.859
368,1,"16WW",131,183.33,179.463
