"testing","fold","env","individual","observed","predicted"
9,2,"14DS",40,202.3,199.827
10,2,"14DS",139,214.7,205.199
15,2,"14DS",85,204,206.517
16,2,"14DS",26,218.7,200.23
24,2,"14DS",87,202.3,201.403
27,2,"14DS",13,197.3,191.472
30,2,"14DS",5,192.3,199.935
31,2,"14DS",148,186,197.298
45,2,"14DS",65,203.7,216.27
46,2,"14DS",60,204.7,196.784
61,2,"14DS",19,202.3,192.426
63,2,"14DS",75,185.7,214.397
77,2,"14DS",123,97.7,197.081
82,2,"14DS",154,201.3,197.453
83,2,"14DS",141,202.3,209.828
84,2,"14DS",159,198.3,206.641
87,2,"14DS",47,208.3,197.354
96,2,"14DS",78,191.3,202.168
97,2,"14WW",139,208.3,195.25
100,2,"14WW",70,173.7,179.953
101,2,"14WW",60,193,186.835
135,2,"14WW",29,208.7,171.964
142,2,"14WW",5,178,189.986
144,2,"14WW",154,186.3,187.504
152,2,"14WW",148,166.3,187.349
153,2,"14WW",13,172.3,181.523
154,2,"14WW",26,190,190.281
162,2,"14WW",85,189.3,196.568
166,2,"14WW",65,189,206.321
170,2,"14WW",47,193.3,187.405
173,2,"14WW",19,182,182.477
177,2,"14WW",40,202.3,189.878
182,2,"14WW",141,192.7,199.879
183,2,"14WW",87,199.3,191.454
188,2,"14WW",75,186,204.448
189,2,"14WW",159,200,196.692
190,2,"14WW",78,192.7,192.219
192,2,"14WW",123,89.7,187.132
196,2,"16DS",29,184,161.289
197,2,"16DS",159,187.33,186.017
198,2,"16DS",85,177.67,185.893
200,2,"16DS",75,172.33,193.773
202,2,"16DS",123,0,176.457
203,2,"16DS",87,188.67,180.779
214,2,"16DS",148,164.67,176.674
216,2,"16DS",154,186.33,176.829
217,2,"16DS",141,188.67,189.204
219,2,"16DS",139,193.33,184.575
221,2,"16DS",19,185.33,171.802
228,2,"16DS",26,188.33,179.606
241,2,"16DS",5,189,179.311
245,2,"16DS",47,202.33,176.73
266,2,"16DS",70,184,169.278
267,2,"16DS",65,190.33,195.646
271,2,"16DS",78,169.33,181.544
273,2,"16DS",40,161.67,179.203
276,2,"16DS",13,169.67,170.848
278,2,"16DS",60,195.67,176.16
289,2,"16WW",75,177,203.264
292,2,"16WW",40,210.33,188.694
296,2,"16WW",29,220,170.779
298,2,"16WW",159,196,195.508
307,2,"16WW",85,159.67,195.384
320,2,"16WW",60,201,185.651
321,2,"16WW",154,192,186.32
323,2,"16WW",141,198.67,198.695
324,2,"16WW",47,202,186.221
337,2,"16WW",78,191.33,191.035
343,2,"16WW",87,199.67,190.27
355,2,"16WW",123,147.67,185.948
360,2,"16WW",65,196,205.137
362,2,"16WW",70,194,178.769
366,2,"16WW",148,181,186.165
372,2,"16WW",5,193.67,188.801
379,2,"16WW",19,190,181.293
381,2,"16WW",139,210.67,194.066
382,2,"16WW",13,196,180.339
383,2,"16WW",26,204.67,189.097
12,3,"14DS",33,228.3,189.09
17,3,"14DS",53,211.7,207.524
20,3,"14DS",25,202.7,220.838
23,3,"14DS",77,202.3,214.578
29,3,"14DS",28,210.3,189.104
37,3,"14DS",16,220,195.696
38,3,"14DS",128,194.3,221.041
39,3,"14DS",10,177,197.608
43,3,"14DS",6,191,206.977
51,3,"14DS",76,202,182.326
56,3,"14DS",48,201,176.299
68,3,"14DS",9,197.3,207.084
69,3,"14DS",138,184.3,190.371
73,3,"14DS",11,198.7,198.294
76,3,"14DS",145,205.7,218.892
78,3,"14DS",27,209.3,205.701
81,3,"14DS",165,204,226.903
90,3,"14DS",35,202.7,232.179
92,3,"14DS",135,196.3,222.162
93,3,"14DS",81,215.3,251.008
108,3,"14WW",138,190,180.277
111,3,"14WW",76,203.7,172.232
114,3,"14WW",16,218.3,185.602
115,3,"14WW",25,200.3,210.744
118,3,"14WW",6,184,196.883
121,3,"14WW",28,193.3,179.01
122,3,"14WW",27,192.7,195.607
123,3,"14WW",10,174.3,187.513
124,3,"14WW",145,201,208.798
133,3,"14WW",9,183.7,196.99
137,3,"14WW",81,203.7,240.913
140,3,"14WW",11,180,188.2
155,3,"14WW",135,177.7,212.068
156,3,"14WW",33,204,178.996
160,3,"14WW",35,199.7,222.085
164,3,"14WW",128,193.7,210.946
165,3,"14WW",48,189.3,166.205
176,3,"14WW",165,187.7,216.809
179,3,"14WW",77,177,204.484
186,3,"14WW",53,200.3,197.43
204,3,"16DS",25,181,201.479
209,3,"16DS",128,169.67,201.681
223,3,"16DS",28,185.67,169.745
229,3,"16DS",138,160,171.011
230,3,"16DS",81,192.33,231.648
233,3,"16DS",145,178.33,199.533
238,3,"16DS",11,173.67,178.935
239,3,"16DS",10,168.67,178.248
242,3,"16DS",53,181.67,188.164
249,3,"16DS",35,186,212.819
252,3,"16DS",48,183.67,156.939
263,3,"16DS",27,188.33,186.341
264,3,"16DS",76,187,162.967
265,3,"16DS",135,179.67,202.803
270,3,"16DS",77,163,195.219
272,3,"16DS",165,144.67,207.544
275,3,"16DS",33,172,169.73
279,3,"16DS",16,182.67,176.336
286,3,"16DS",6,176,187.618
288,3,"16DS",9,191.33,187.724
294,3,"16WW",145,214,210.468
305,3,"16WW",53,186,199.1
315,3,"16WW",25,203,212.414
319,3,"16WW",138,182.67,181.946
326,3,"16WW",11,191.67,189.87
331,3,"16WW",135,193,213.738
333,3,"16WW",128,183,212.616
336,3,"16WW",16,195,187.271
339,3,"16WW",6,186.67,198.553
341,3,"16WW",165,193.33,218.479
344,3,"16WW",35,189,223.754
346,3,"16WW",27,189,197.277
348,3,"16WW",48,179.67,167.874
350,3,"16WW",33,163.67,180.666
352,3,"16WW",10,161.67,189.183
357,3,"16WW",9,200.33,198.66
364,3,"16WW",28,204.33,180.68
365,3,"16WW",81,205,242.583
371,3,"16WW",76,197.33,173.902
378,3,"16WW",77,178,206.154
13,4,"14DS",52,224,234.678
19,4,"14DS",64,199,198.503
21,4,"14DS",103,208.3,238.092
28,4,"14DS",14,197,217.341
32,4,"14DS",158,211.7,218.38
33,4,"14DS",90,193,213.478
34,4,"14DS",95,214.3,210.783
47,4,"14DS",55,216,202.897
49,4,"14DS",114,209,231.427
50,4,"14DS",125,190.3,211.236
52,4,"14DS",38,203,196.01
53,4,"14DS",92,199,218.981
59,4,"14DS",69,215,221.817
62,4,"14DS",17,196.7,172.432
64,4,"14DS",97,202,165.178
66,4,"14DS",4,201.7,189.756
67,4,"14DS",83,213,185.681
71,4,"14DS",82,208.7,176.823
79,4,"14DS",20,199.7,200.034
88,4,"14DS",89,220,227.404
98,4,"14WW",38,179.7,186.133
99,4,"14WW",55,193.3,193.02
102,4,"14WW",125,183,201.36
103,4,"14WW",83,199,175.805
109,4,"14WW",20,189.3,190.157
110,4,"14WW",114,213.7,221.551
113,4,"14WW",158,220,208.504
132,4,"14WW",89,196.3,217.527
139,4,"14WW",4,182.7,179.879
149,4,"14WW",95,200.3,200.906
150,4,"14WW",14,187.3,207.464
151,4,"14WW",82,198.3,166.947
157,4,"14WW",52,219.3,224.801
167,4,"14WW",92,178,209.105
168,4,"14WW",64,202.7,188.626
178,4,"14WW",97,186,155.302
181,4,"14WW",90,172.7,203.601
185,4,"14WW",103,202,228.216
187,4,"14WW",69,207.3,211.94
191,4,"14WW",17,181,162.555
205,4,"16DS",89,195.67,206.33
211,4,"16DS",69,181.67,200.743
213,4,"16DS",64,188.67,177.429
218,4,"16DS",17,198.67,151.358
227,4,"16DS",92,179.33,197.908
232,4,"16DS",4,180.67,168.682
235,4,"16DS",14,160,196.267
240,4,"16DS",55,190.67,181.823
248,4,"16DS",90,179.33,192.404
251,4,"16DS",83,189,164.608
253,4,"16DS",95,187,189.709
256,4,"16DS",114,192,210.353
258,4,"16DS",125,170.67,190.162
259,4,"16DS",103,184.67,217.019
260,4,"16DS",82,199.67,155.75
261,4,"16DS",158,197.67,197.307
262,4,"16DS",38,188.67,174.936
268,4,"16DS",20,181,178.96
277,4,"16DS",52,190,213.604
282,4,"16DS",97,196.67,144.105
290,4,"16WW",69,204,212.15
291,4,"16WW",17,203.33,162.765
295,4,"16WW",158,209,208.714
300,4,"16WW",125,186,201.569
303,4,"16WW",92,192.33,209.315
306,4,"16WW",82,182,167.157
318,4,"16WW",4,208.67,180.089
325,4,"16WW",55,206.67,193.23
327,4,"16WW",89,203,217.737
328,4,"16WW",14,179,207.674
330,4,"16WW",114,210.33,221.76
332,4,"16WW",103,201,228.426
334,4,"16WW",97,204.33,155.512
335,4,"16WW",64,201,188.836
340,4,"16WW",95,207.33,201.116
345,4,"16WW",83,190,176.015
358,4,"16WW",90,190,203.811
361,4,"16WW",38,189.33,186.343
367,4,"16WW",52,202.67,225.011
377,4,"16WW",20,183.33,190.367
4,5,"14DS",107,205.7,205.084
7,5,"14DS",106,200,208.192
11,5,"14DS",142,209,213.599
26,5,"14DS",42,200.7,194.207
42,5,"14DS",177,207.7,165.178
48,5,"14DS",133,206.7,182.963
54,5,"14DS",172,215,215.674
55,5,"14DS",156,200.3,174.599
57,5,"14DS",24,204.3,212.598
58,5,"14DS",3,197.3,194.665
72,5,"14DS",136,201.3,186.478
80,5,"14DS",58,211.3,198.011
86,5,"14DS",173,206,176.826
89,5,"14DS",143,198.3,188.959
94,5,"14DS",37,205.7,217.337
95,5,"14DS",36,205.3,186.135
104,5,"14WW",24,199.7,202.523
105,5,"14WW",106,203.7,198.117
106,5,"14WW",172,198,205.599
107,5,"14WW",37,195.7,207.262
116,5,"14WW",133,180.7,172.888
117,5,"14WW",136,177.7,176.403
126,5,"14WW",36,199.3,176.06
129,5,"14WW",142,195,203.524
130,5,"14WW",173,196,166.751
143,5,"14WW",42,201.7,184.132
145,5,"14WW",156,200.7,164.524
147,5,"14WW",177,193.3,155.103
163,5,"14WW",3,186.7,184.59
174,5,"14WW",143,188,178.884
180,5,"14WW",107,191.3,195.01
184,5,"14WW",58,196,187.936
193,5,"16DS",37,161,196.832
194,5,"16DS",143,167,168.455
195,5,"16DS",173,173.67,156.321
201,5,"16DS",58,190.33,177.507
206,5,"16DS",172,185,195.169
207,5,"16DS",107,186.33,184.58
208,5,"16DS",136,183.33,165.974
225,5,"16DS",24,180.67,192.093
231,5,"16DS",133,182.33,162.459
244,5,"16DS",177,193.67,144.674
246,5,"16DS",156,187.33,154.095
250,5,"16DS",36,192,165.63
254,5,"16DS",3,186,174.161
280,5,"16DS",142,181.33,193.094
281,5,"16DS",42,186,173.703
283,5,"16DS",106,196.67,187.688
302,5,"16WW",106,206.67,199.776
304,5,"16WW",133,191,174.546
308,5,"16WW",142,159.67,205.182
309,5,"16WW",58,203.33,189.594
312,5,"16WW",136,191,178.061
316,5,"16WW",37,199,208.92
317,5,"16WW",24,203,204.181
329,5,"16WW",42,188.33,185.791
342,5,"16WW",156,189,166.182
351,5,"16WW",3,161.67,186.249
353,5,"16WW",172,185,207.257
354,5,"16WW",143,186.33,180.542
359,5,"16WW",107,186,196.668
363,5,"16WW",177,195,156.762
374,5,"16WW",36,201.67,177.718
375,5,"16WW",173,197,168.409
