"testing","fold","env","individual","observed","predicted"
159,3,"14WW",8,188,192.019
165,3,"14WW",48,189.3,184.527
168,3,"14WW",64,202.7,194.677
174,3,"14WW",143,188,180.511
175,3,"14WW",96,199,206.807
185,3,"14WW",103,202,204.257
186,3,"14WW",53,200.3,195.133
189,3,"14WW",159,200,192.48
191,3,"14WW",17,181,189.658
192,3,"14WW",123,89.7,103.426
208,3,"16DS",136,183.33,180.421
214,3,"16DS",148,164.67,175.654
215,3,"16DS",1,184.67,176.156
225,3,"16DS",24,180.67,186.181
229,3,"16DS",138,160,168.938
230,3,"16DS",81,192.33,199.944
233,3,"16DS",145,178.33,193.92
238,3,"16DS",11,173.67,175.578
251,3,"16DS",83,189,175.57
258,3,"16DS",125,170.67,177.285
263,3,"16DS",27,188.33,177.736
266,3,"16DS",70,184,163.225
269,3,"16DS",112,180,180.58
270,3,"16DS",77,163,184.214
273,3,"16DS",40,161.67,184.777
278,3,"16DS",60,195.67,180.386
280,3,"16DS",142,181.33,176.93
282,3,"16DS",97,196.67,170.451
287,3,"16DS",57,183,179.035
293,3,"16WW",94,200,195.395
296,3,"16WW",29,220,196.757
301,3,"16WW",2,187,181.041
302,3,"16WW",106,206.67,201.058
306,3,"16WW",82,182,199.752
310,3,"16WW",67,194.67,201.021
318,3,"16WW",4,208.67,188.077
324,3,"16WW",47,202,196.644
333,3,"16WW",128,183,194.427
338,3,"16WW",18,179,205.723
343,3,"16WW",87,199.67,193.614
349,3,"16WW",15,181.67,183.883
351,3,"16WW",3,161.67,196.634
356,3,"16WW",93,180.67,195.942
375,3,"16WW",173,197,190.088
381,3,"16WW",139,210.67,204.535
383,3,"16WW",26,204.67,199.881
2,4,"14DS",18,222.7,205.257
3,4,"14DS",93,203.3,198.632
7,4,"14DS",106,200,211.066
16,4,"14DS",26,218.7,204.195
17,4,"14DS",53,211.7,205.676
19,4,"14DS",64,199,209.342
23,4,"14DS",77,202.3,193.924
27,4,"14DS",13,197.3,189.884
30,4,"14DS",5,192.3,203.756
36,4,"14DS",66,201,201.084
38,4,"14DS",128,194.3,202.263
40,4,"14DS",68,199,211.878
49,4,"14DS",114,209,217.012
57,4,"14DS",24,204.3,209.293
59,4,"14DS",69,215,208.551
63,4,"14DS",75,185.7,197.128
64,4,"14DS",97,202,199.935
68,4,"14DS",9,197.3,207.334
72,4,"14DS",136,201.3,194.782
80,4,"14DS",58,211.3,207.925
85,4,"14DS",61,212,214.315
88,4,"14DS",89,220,210.841
89,4,"14DS",143,198.3,191.508
90,4,"14DS",35,202.7,207.808
95,4,"14DS",36,205.3,206.893
102,4,"14WW",125,183,185.608
107,4,"14WW",37,195.7,190.333
108,4,"14WW",138,190,177.706
109,4,"14WW",20,189.3,188.647
120,4,"14WW",72,205,191.539
123,4,"14WW",10,174.3,172.098
128,4,"14WW",1,188.7,184.808
136,4,"14WW",161,197,203.612
137,4,"14WW",81,203.7,210.221
139,4,"14WW",4,182.7,191.12
140,4,"14WW",11,180,183.448
147,4,"14WW",177,193.3,186.282
152,4,"14WW",148,166.3,183.895
156,4,"14WW",33,204,185.289
158,4,"14WW",112,192.3,189.964
161,4,"14WW",57,200,187.526
169,4,"14WW",67,194,200.14
170,4,"14WW",47,193.3,198.752
171,4,"14WW",2,181.3,180.02
176,4,"14WW",165,187.7,185.894
177,4,"14WW",40,202.3,189.285
198,4,"16DS",85,177.67,171.518
206,4,"16DS",172,185,188.72
207,4,"16DS",107,186.33,179.303
216,4,"16DS",154,186.33,177.677
219,4,"16DS",139,193.33,194.269
227,4,"16DS",92,179.33,177.865
234,4,"16DS",121,70.67,121.281
236,4,"16DS",96,191.67,191.377
240,4,"16DS",55,190.67,191.762
246,4,"16DS",156,187.33,181.372
259,4,"16DS",103,184.67,192.396
262,4,"16DS",38,188.67,183.291
274,4,"16DS",15,174,173.43
279,4,"16DS",16,182.67,186.452
295,4,"16WW",158,209,204.334
298,4,"16WW",159,196,196.445
304,4,"16WW",133,191,184.581
308,4,"16WW",142,159.67,200.759
329,4,"16WW",42,188.33,191.797
331,4,"16WW",135,193,190.215
337,4,"16WW",78,191.33,186.591
340,4,"16WW",95,207.33,197.048
345,4,"16WW",83,190,201.367
346,4,"16WW",27,189,191.68
348,4,"16WW",48,179.67,186.244
360,4,"16WW",65,196,198.629
367,4,"16WW",52,202.67,210.12
368,4,"16WW",131,183.33,178.647
370,4,"16WW",54,210.67,205.077
371,4,"16WW",76,197.33,191.157
379,4,"16WW",19,190,188.763
384,4,"16WW",8,187.67,193.988
1,5,"14DS",29,214.3,209.321
13,5,"14DS",52,224,219.241
18,5,"14DS",57,190.7,202.387
21,5,"14DS",103,208.3,213.992
29,5,"14DS",28,210.3,205.696
39,5,"14DS",10,177,184.223
45,5,"14DS",65,203.7,208.717
74,5,"14DS",54,214.7,218.403
75,5,"14DS",94,197.3,204.017
76,5,"14DS",145,205.7,210.658
77,5,"14DS",123,97.7,126.774
92,5,"14DS",135,196.3,200.121
96,5,"14DS",78,191.3,201.763
103,5,"14WW",83,199,194.67
115,5,"14WW",25,200.3,200.973
129,5,"14WW",142,195,189.546
134,5,"14WW",66,195.3,188.097
144,5,"14WW",154,186.3,190.248
151,5,"14WW",82,198.3,187.709
154,5,"14WW",26,190,198.09
162,5,"14WW",85,189.3,180.566
173,5,"14WW",19,182,193.925
178,5,"14WW",97,186,191.861
182,5,"14WW",141,192.7,194.291
193,5,"16DS",37,161,185.283
194,5,"16DS",143,167,176.11
195,5,"16DS",173,173.67,180.252
197,5,"16DS",159,187.33,186.839
199,5,"16DS",161,200.67,191.983
200,5,"16DS",75,172.33,171.261
203,5,"16DS",87,188.67,177.396
209,5,"16DS",128,169.67,186.088
211,5,"16DS",69,181.67,195.633
212,5,"16DS",2,190,159.016
218,5,"16DS",17,198.67,173.017
224,5,"16DS",18,166,199.755
232,5,"16DS",4,180.67,174.492
235,5,"16DS",14,160,178.53
237,5,"16DS",131,164.33,168.356
245,5,"16DS",47,202.33,188.197
250,5,"16DS",36,192,178.005
253,5,"16DS",95,187,182.678
254,5,"16DS",3,186,171.397
257,5,"16DS",67,191.33,184.384
275,5,"16DS",33,172,177.307
276,5,"16DS",13,169.67,172.729
283,5,"16DS",106,196.67,190.094
284,5,"16DS",8,195.67,172.378
285,5,"16DS",93,194.33,166.783
288,5,"16DS",9,191.33,173.989
297,5,"16WW",121,92,135.24
300,5,"16WW",125,186,186.165
303,5,"16WW",92,192.33,196.83
309,5,"16WW",58,203.33,201.404
312,5,"16WW",136,191,189.494
313,5,"16WW",96,213,201.909
320,5,"16WW",60,201,190.781
322,5,"16WW",30,198.33,193.803
330,5,"16WW",114,210.33,204.331
335,5,"16WW",64,201,198.585
336,5,"16WW",16,195,199.288
339,5,"16WW",6,186.67,188.793
341,5,"16WW",165,193.33,181.67
342,5,"16WW",156,189,194.513
344,5,"16WW",35,189,198.714
353,5,"16WW",172,185,203.692
358,5,"16WW",90,190,188.321
359,5,"16WW",107,186,192.538
361,5,"16WW",38,189.33,196.43
362,5,"16WW",70,194,180.537
366,5,"16WW",148,181,179.696
372,5,"16WW",5,193.67,190.541
373,5,"16WW",72,198.33,191.164
377,5,"16WW",20,183.33,190.885
