"testing","fold","env","individual","observed","predicted"
352,1,"16WW",10,161.67,176.267
354,1,"16WW",143,186.33,184.466
357,1,"16WW",9,200.33,190.382
363,1,"16WW",177,195,191.964
380,1,"16WW",161,206.33,205.989
382,1,"16WW",13,196,179.341
5,2,"14DS",96,216,213.512
6,2,"14DS",70,196,196.501
8,2,"14DS",15,192.7,192.502
12,2,"14DS",33,228.3,193.933
14,2,"14DS",72,200,205.677
26,2,"14DS",42,200.7,204.063
31,2,"14DS",148,186,185.717
34,2,"14DS",95,214.3,209.268
37,2,"14DS",16,220,203.52
47,2,"14DS",55,216,209.77
48,2,"14DS",133,206.7,192.723
50,2,"14DS",125,190.3,192.35
55,2,"14DS",156,200.3,203.421
56,2,"14DS",48,201,193.963
58,2,"14DS",3,197.3,192.129
60,2,"14DS",131,181.7,189.204
62,2,"14DS",17,196.7,204.152
67,2,"14DS",83,213,202.159
70,2,"14DS",161,214,212.317
71,2,"14DS",82,208.7,202.036
82,2,"14DS",154,201.3,198.407
87,2,"14DS",47,208.3,211.141
97,2,"14WW",139,208.3,206.351
101,2,"14WW",60,193,199.988
104,2,"14WW",24,199.7,200.391
105,2,"14WW",106,203.7,196.976
112,2,"14WW",18,214,191.008
117,2,"14WW",136,177.7,189.227
118,2,"14WW",6,184,188.773
122,2,"14WW",27,192.7,196.903
130,2,"14WW",173,196,187.42
133,2,"14WW",9,183.7,197.917
141,2,"14WW",121,101.3,113.326
142,2,"14WW",5,178,196.641
150,2,"14WW",14,187.3,182.125
157,2,"14WW",52,219.3,211.263
164,2,"14WW",128,193.7,188.646
167,2,"14WW",92,178,194.166
172,2,"14WW",93,175,194.968
180,2,"14WW",107,191.3,195.286
183,2,"14WW",87,199.3,196.498
196,2,"16DS",29,184,188.917
201,2,"16DS",58,190.33,184.819
204,2,"16DS",25,181,188.633
217,2,"16DS",141,188.67,182.998
220,2,"16DS",30,188,177.622
226,2,"16DS",61,188,199.516
239,2,"16DS",10,168.67,160.594
242,2,"16DS",53,181.67,185.794
243,2,"16DS",54,189.67,200.965
244,2,"16DS",177,193.67,178.382
248,2,"16DS",90,179.33,172.197
249,2,"16DS",35,186,189.945
255,2,"16DS",94,183,186.13
256,2,"16DS",114,192,197.967
261,2,"16DS",158,197.67,198.394
264,2,"16DS",76,187,181.821
267,2,"16DS",65,190.33,184.006
271,2,"16DS",78,169.33,186.778
272,2,"16DS",165,144.67,182.409
289,2,"16WW",75,177,187.052
290,2,"16WW",69,204,201.727
292,2,"16WW",40,210.33,188.564
294,2,"16WW",145,214,198.584
299,2,"16WW",66,194.33,191.923
307,2,"16WW",85,159.67,187.086
311,2,"16WW",1,189,187.493
316,2,"16WW",37,199,187.621
319,2,"16WW",138,182.67,179.759
326,2,"16WW",11,191.67,182.29
327,2,"16WW",89,203,200.433
332,2,"16WW",103,201,204.636
347,2,"16WW",57,180,190.515
355,2,"16WW",123,147.67,80.831
364,2,"16WW",28,204.33,195.675
365,2,"16WW",81,205,206.804
369,2,"16WW",68,201.33,201.159
374,2,"16WW",36,201.67,200.293
376,2,"16WW",112,189.33,191.5
378,2,"16WW",77,178,185.338
4,3,"14DS",107,205.7,203.874
20,3,"14DS",25,202.7,213.226
28,3,"14DS",14,197,194.926
32,3,"14DS",158,211.7,220.337
33,3,"14DS",90,193,197.622
42,3,"14DS",177,207.7,198.256
43,3,"14DS",6,191,197.373
51,3,"14DS",76,202,202.654
52,3,"14DS",38,203,202.359
53,3,"14DS",92,199,198.141
61,3,"14DS",19,202.3,199.275
65,3,"14DS",121,132.7,129.791
79,3,"14DS",20,199.7,198.389
83,3,"14DS",141,202.3,208.325
99,3,"14WW",55,193.3,201.578
106,3,"14WW",172,198,196.934
116,3,"14WW",133,180.7,184.645
121,3,"14WW",28,193.3,195.599
125,3,"14WW",131,181.7,173.012
126,3,"14WW",36,199.3,196.352
127,3,"14WW",61,206.7,206.878
132,3,"14WW",89,196.3,205.619
138,3,"14WW",68,204,197.545
143,3,"14WW",42,201.7,193.057
145,3,"14WW",156,200.7,184.978
146,3,"14WW",30,196.7,189.987
153,3,"14WW",13,172.3,183.678
155,3,"14WW",135,177.7,189.108
159,3,"14WW",8,188,192.488
165,3,"14WW",48,189.3,183.847
168,3,"14WW",64,202.7,193.395
174,3,"14WW",143,188,180.959
175,3,"14WW",96,199,206.201
185,3,"14WW",103,202,204.662
186,3,"14WW",53,200.3,195.665
189,3,"14WW",159,200,193.309
191,3,"14WW",17,181,190.93
192,3,"14WW",123,89.7,103.151
208,3,"16DS",136,183.33,180.623
214,3,"16DS",148,164.67,175.233
215,3,"16DS",1,184.67,176.957
225,3,"16DS",24,180.67,187.791
229,3,"16DS",138,160,169.151
230,3,"16DS",81,192.33,200.433
233,3,"16DS",145,178.33,192.465
238,3,"16DS",11,173.67,176.285
251,3,"16DS",83,189,176.015
258,3,"16DS",125,170.67,176.696
263,3,"16DS",27,188.33,179.564
266,3,"16DS",70,184,164.559
269,3,"16DS",112,180,180.9
270,3,"16DS",77,163,183.605
273,3,"16DS",40,161.67,184.796
278,3,"16DS",60,195.67,182.177
280,3,"16DS",142,181.33,178.227
282,3,"16DS",97,196.67,171.341
287,3,"16DS",57,183,179.555
293,3,"16WW",94,200,194.417
296,3,"16WW",29,220,196.05
301,3,"16WW",2,187,180.128
302,3,"16WW",106,206.67,200.62
306,3,"16WW",82,182,197.763
310,3,"16WW",67,194.67,200.894
318,3,"16WW",4,208.67,186.664
324,3,"16WW",47,202,195.821
333,3,"16WW",128,183,192.489
338,3,"16WW",18,179,205.854
343,3,"16WW",87,199.67,192.743
349,3,"16WW",15,181.67,182.397
351,3,"16WW",3,161.67,195.734
356,3,"16WW",93,180.67,192.648
375,3,"16WW",173,197,191.078
381,3,"16WW",139,210.67,204.406
383,3,"16WW",26,204.67,199.351
2,4,"14DS",18,222.7,205.98
3,4,"14DS",93,203.3,200.424
7,4,"14DS",106,200,211.354
16,4,"14DS",26,218.7,203.314
17,4,"14DS",53,211.7,205.744
19,4,"14DS",64,199,208.798
23,4,"14DS",77,202.3,195.94
27,4,"14DS",13,197.3,190.787
30,4,"14DS",5,192.3,204.023
36,4,"14DS",66,201,201.009
38,4,"14DS",128,194.3,202.268
40,4,"14DS",68,199,212.186
49,4,"14DS",114,209,217.778
57,4,"14DS",24,204.3,209.932
59,4,"14DS",69,215,209.243
63,4,"14DS",75,185.7,196.255
64,4,"14DS",97,202,200.416
68,4,"14DS",9,197.3,207.353
72,4,"14DS",136,201.3,194.822
80,4,"14DS",58,211.3,207.902
85,4,"14DS",61,212,214.743
88,4,"14DS",89,220,210.493
89,4,"14DS",143,198.3,190.53
90,4,"14DS",35,202.7,208.1
95,4,"14DS",36,205.3,207.815
102,4,"14WW",125,183,184.939
107,4,"14WW",37,195.7,191.392
108,4,"14WW",138,190,177.204
109,4,"14WW",20,189.3,187.265
120,4,"14WW",72,205,191.704
123,4,"14WW",10,174.3,171.22
128,4,"14WW",1,188.7,183.851
136,4,"14WW",161,197,203.195
137,4,"14WW",81,203.7,211.151
139,4,"14WW",4,182.7,190.261
140,4,"14WW",11,180,184.743
147,4,"14WW",177,193.3,187.958
152,4,"14WW",148,166.3,183.432
156,4,"14WW",33,204,183.556
158,4,"14WW",112,192.3,191.125
161,4,"14WW",57,200,187.541
169,4,"14WW",67,194,199.69
170,4,"14WW",47,193.3,199.189
171,4,"14WW",2,181.3,180.974
176,4,"14WW",165,187.7,186.097
177,4,"14WW",40,202.3,189.697
198,4,"16DS",85,177.67,170.432
206,4,"16DS",172,185,188.745
207,4,"16DS",107,186.33,178.239
216,4,"16DS",154,186.33,178.312
219,4,"16DS",139,193.33,194.037
227,4,"16DS",92,179.33,177.941
234,4,"16DS",121,70.67,121.115
236,4,"16DS",96,191.67,192.603
240,4,"16DS",55,190.67,191.183
246,4,"16DS",156,187.33,182.768
259,4,"16DS",103,184.67,192.806
262,4,"16DS",38,188.67,183.381
274,4,"16DS",15,174,173.155
279,4,"16DS",16,182.67,186.173
295,4,"16WW",158,209,204.1
298,4,"16WW",159,196,196.638
304,4,"16WW",133,191,186.163
308,4,"16WW",142,159.67,199.2
329,4,"16WW",42,188.33,192.113
331,4,"16WW",135,193,190.236
337,4,"16WW",78,191.33,186.738
340,4,"16WW",95,207.33,197.349
345,4,"16WW",83,190,199.616
346,4,"16WW",27,189,191.193
348,4,"16WW",48,179.67,184.965
360,4,"16WW",65,196,197.803
367,4,"16WW",52,202.67,210.455
368,4,"16WW",131,183.33,179.119
370,4,"16WW",54,210.67,204.5
371,4,"16WW",76,197.33,190.376
379,4,"16WW",19,190,187.769
384,4,"16WW",8,187.67,194.032
1,5,"14DS",29,214.3,209.51
13,5,"14DS",52,224,218.856
18,5,"14DS",57,190.7,201.786
21,5,"14DS",103,208.3,214.738
29,5,"14DS",28,210.3,206.195
39,5,"14DS",10,177,183.827
45,5,"14DS",65,203.7,208.373
74,5,"14DS",54,214.7,218.021
75,5,"14DS",94,197.3,205.058
76,5,"14DS",145,205.7,210.199
77,5,"14DS",123,97.7,125.87
92,5,"14DS",135,196.3,199.758
96,5,"14DS",78,191.3,202.297
103,5,"14WW",83,199,194.552
115,5,"14WW",25,200.3,200.944
129,5,"14WW",142,195,190.065
134,5,"14WW",66,195.3,188.812
144,5,"14WW",154,186.3,188.902
151,5,"14WW",82,198.3,187.184
154,5,"14WW",26,190,197.5
162,5,"14WW",85,189.3,179.837
173,5,"14WW",19,182,194.099
178,5,"14WW",97,186,192.348
182,5,"14WW",141,192.7,194.175
193,5,"16DS",37,161,186.315
194,5,"16DS",143,167,176.834
195,5,"16DS",173,173.67,180.09
197,5,"16DS",159,187.33,186.975
199,5,"16DS",161,200.67,192.53
200,5,"16DS",75,172.33,171.371
203,5,"16DS",87,188.67,178.729
209,5,"16DS",128,169.67,187.757
211,5,"16DS",69,181.67,195.08
212,5,"16DS",2,190,158.981
218,5,"16DS",17,198.67,174.063
224,5,"16DS",18,166,200.027
232,5,"16DS",4,180.67,175.668
235,5,"16DS",14,160,179.392
237,5,"16DS",131,164.33,170.478
245,5,"16DS",47,202.33,187.694
250,5,"16DS",36,192,177.661
253,5,"16DS",95,187,183.112
254,5,"16DS",3,186,171.352
257,5,"16DS",67,191.33,186.293
275,5,"16DS",33,172,178.199
276,5,"16DS",13,169.67,172.833
283,5,"16DS",106,196.67,190.512
284,5,"16DS",8,195.67,173.036
285,5,"16DS",93,194.33,165.68
288,5,"16DS",9,191.33,175.107
297,5,"16WW",121,92,134.643
300,5,"16WW",125,186,185.793
303,5,"16WW",92,192.33,195.923
309,5,"16WW",58,203.33,200.898
312,5,"16WW",136,191,189.236
313,5,"16WW",96,213,200.179
320,5,"16WW",60,201,190.945
322,5,"16WW",30,198.33,193.655
330,5,"16WW",114,210.33,204.846
335,5,"16WW",64,201,197.549
336,5,"16WW",16,195,198.742
339,5,"16WW",6,186.67,188.852
341,5,"16WW",165,193.33,182.297
342,5,"16WW",156,189,195.291
344,5,"16WW",35,189,199.478
353,5,"16WW",172,185,205.529
358,5,"16WW",90,190,188.343
359,5,"16WW",107,186,192.529
361,5,"16WW",38,189.33,194.937
362,5,"16WW",70,194,181.408
366,5,"16WW",148,181,177.911
372,5,"16WW",5,193.67,191.571
373,5,"16WW",72,198.33,191.08
377,5,"16WW",20,183.33,191.679
