Env,Variety,isolate,HP,lesionO,index
2,CI21E,FV25457,CI21ExFV25457,12,2434
2,CI21E,FV25457,CI21ExFV25457,27,2436
2,CI21E,FV.NE.01,CI21ExFV.NE.01,28,2437
2,CI21E,FV.NE.01,CI21ExFV.NE.01,49,2438
2,CI21E,FV25111,CI21ExFV25111,40,2440
2,CI21E,FV25111,CI21ExFV25111,38,2441
2,CI21E,FV25058,CI21ExFV25058,16,2443
2,CI21E,FV25058,CI21ExFV25058,24,2444
2,CI21E,FV34717,CI21ExFV34717,17,2447
2,CI21E,FV32969,CI21ExFV32969,12,2449
2,CI21E,FV32969,CI21ExFV32969,55,2450
2,CI21E,FV32969,CI21ExFV32969,22,2451
2,NC290A,FV25457,NC290AxFV25457,8,2461
2,NC290A,FV25457,NC290AxFV25457,17,2463
2,NC290A,FV.NE.01,NC290AxFV.NE.01,19,2464
2,NC290A,FV.NE.01,NC290AxFV.NE.01,12,2465
2,NC290A,FV.NE.01,NC290AxFV.NE.01,12,2466
2,NC290A,FV25111,NC290AxFV25111,21,2468
2,NC290A,FV25111,NC290AxFV25111,15,2469
2,NC290A,FV25058,NC290AxFV25058,8,2470
2,NC290A,FV25058,NC290AxFV25058,10,2471
2,NC290A,FV25058,NC290AxFV25058,10,2472
2,NC290A,FV34717,NC290AxFV34717,12,2475
2,NC290A,FV32969,NC290AxFV32969,9,2476
2,NC290A,FV32969,NC290AxFV32969,9,2477
2,NC290A,FV32969,NC290AxFV32969,16,2478
2,Hi27Goodman-Buckler,FV.NE.01,Hi27Goodman-BucklerxFV.NE.01,31,2491
2,Hi27Goodman-Buckler,FV.NE.01,Hi27Goodman-BucklerxFV.NE.01,34,2492
2,Hi27Goodman-Buckler,FV25111,Hi27Goodman-BucklerxFV25111,50,2494
2,Hi27Goodman-Buckler,FV25111,Hi27Goodman-BucklerxFV25111,30,2495
2,Hi27Goodman-Buckler,FV25058,Hi27Goodman-BucklerxFV25058,32,2497
2,Hi27Goodman-Buckler,FV25058,Hi27Goodman-BucklerxFV25058,35,2498
2,Hi27Goodman-Buckler,FV34717,Hi27Goodman-BucklerxFV34717,18,2502
2,CML38,FV25111,CML38xFV25111,39,2521
2,CML38,FV25111,CML38xFV25111,46,2522
2,CML38,FV25111,CML38xFV25111,55,2523
2,CML38,FV25058,CML38xFV25058,33,2524
2,CML38,FV25058,CML38xFV25058,62,2525
2,CML38,FV34717,CML38xFV34717,55,2528
2,CML38,FV34717,CML38xFV34717,71,2529
2,CML38,FV32969,CML38xFV32969,64,2530
2,CML38,FV32969,CML38xFV32969,24,2532
2,CML38,FV.NC.01,CML38xFV.NC.01,58,2533
2,CML52,FV25058,CML52xFV25058,6,2551
2,CML52,FV34717,CML52xFV34717,40,2554
2,CML52,FV32969,CML52xFV32969,19,2557
2,CML52,FV32969,CML52xFV32969,50,2558
2,CML52,FV32969,CML52xFV32969,42,2559
2,CML52,FV.NC.01,CML52xFV.NC.01,15,2560
2,CML52,FV.NC.01,CML52xFV.NC.01,20,2561
2,CML52,FV.NC.01,CML52xFV.NC.01,50,2562
2,CML52,FV.NC.02,CML52xFV.NC.02,15,2563
2,CML52,FV.NC.02,CML52xFV.NC.02,23,2564
2,CML52,FV.NC.02,CML52xFV.NC.02,20,2565
2,CML52,FV6396,CML52xFV6396,22,2566
2,CML52,FV6396,CML52xFV6396,70,2567
2,Tzi11,FV32969,Tzi11xFV32969,10,2584
2,Tzi11,FV32969,Tzi11xFV32969,21,2585
2,Tzi11,FV32969,Tzi11xFV32969,28,2586
2,Tzi11,FV.NC.01,Tzi11xFV.NC.01,43,2587
2,Tzi11,FV.NC.01,Tzi11xFV.NC.01,46,2588
2,Tzi11,FV.NC.01,Tzi11xFV.NC.01,40,2589
2,Tzi11,FV.NC.02,Tzi11xFV.NC.02,29,2590
2,Tzi11,FV.NC.02,Tzi11xFV.NC.02,30,2591
2,Tzi11,FV6396,Tzi11xFV6396,38,2593
2,Tzi11,FV6396,Tzi11xFV6396,33,2594
2,CML277,FV32969,CML277xFV32969,10,2612
2,CML277,FV32969,CML277xFV32969,15,2613
2,CML277,FV.NC.01,CML277xFV.NC.01,35,2614
2,CML277,FV.NC.01,CML277xFV.NC.01,27,2615
2,CML277,FV.NC.02,CML277xFV.NC.02,19,2617
2,CML277,FV.NC.02,CML277xFV.NC.02,12,2618
2,CML277,FV6396,CML277xFV6396,19,2621
2,CML277,FV6396,CML277xFV6396,23,2622
2,Tx303,FV.NC.01,Tx303xFV.NC.01,32,2641
2,Tx303,FV.NC.01,Tx303xFV.NC.01,40,2642
2,Tx303,FV.NC.01,Tx303xFV.NC.01,41,2643
2,Tx303,FV.NC.02,Tx303xFV.NC.02,31,2644
2,Tx303,FV.NC.02,Tx303xFV.NC.02,30,2645
2,Tx303,FV.NC.02,Tx303xFV.NC.02,33,2646
2,Tx303,FV6396,Tx303xFV6396,39,2647
2,Tx303,FV6396,Tx303xFV6396,43,2648
2,Tx303,FV6396,Tx303xFV6396,31,2649
2,Tx303,FV.TN.02,Tx303xFV.TN.02,15,2656
2,Tx303,FV.TN.02,Tx303xFV.TN.02,22,2657
2,Tx303,FV.TN.02,Tx303xFV.TN.02,30,2658
2,Tx303,FV.TN.03,Tx303xFV.TN.03,69,2660
2,Tx303,FV.TN.03,Tx303xFV.TN.03,48,2661
2,A6,FV.NC.02,A6xFV.NC.02,52,2673
2,A6,FV6396,A6xFV6396,67,2674
2,A6,FV6396,A6xFV6396,28,2675
2,A6,FV6396,A6xFV6396,76,2676
