"testing","fold","env","individual","observed","predicted"
16,2,"14DS",26,218.7,205.612
25,2,"14DS",1,199,198.726
29,2,"14DS",28,210.3,206.234
32,2,"14DS",158,211.7,217.988
37,2,"14DS",16,220,209.525
52,2,"14DS",38,203,198.518
62,2,"14DS",17,196.7,205.471
65,2,"14DS",121,132.7,114.306
67,2,"14DS",83,213,203.759
70,2,"14DS",161,214,212.516
73,2,"14DS",11,198.7,194.811
77,2,"14DS",123,97.7,106.511
81,2,"14DS",165,204,189.45
84,2,"14DS",159,198.3,206.384
87,2,"14DS",47,208.3,210.467
93,2,"14DS",81,215.3,211.199
99,2,"14WW",55,193.3,203.158
100,2,"14WW",70,173.7,191.562
101,2,"14WW",60,193,199.889
107,2,"14WW",37,195.7,189.894
109,2,"14WW",20,189.3,189.092
116,2,"14WW",133,180.7,193.651
122,2,"14WW",27,192.7,196.155
148,2,"14WW",54,211.3,204.299
150,2,"14WW",14,187.3,181.594
152,2,"14WW",148,166.3,180.882
153,2,"14WW",13,172.3,189.06
171,2,"14WW",2,181.3,192.378
172,2,"14WW",93,175,193.265
173,2,"14WW",19,182,193.706
178,2,"14WW",97,186,199.795
185,2,"14WW",103,202,198.467
188,2,"14WW",75,186,181.343
194,2,"16DS",143,167,176.78
201,2,"16DS",58,190.33,189.48
209,2,"16DS",128,169.67,176.961
211,2,"16DS",69,181.67,193.53
213,2,"16DS",64,188.67,185.798
216,2,"16DS",154,186.33,179.221
224,2,"16DS",18,166,189.227
226,2,"16DS",61,188,192.944
227,2,"16DS",92,179.33,176.767
232,2,"16DS",4,180.67,183.617
236,2,"16DS",96,191.67,194.166
237,2,"16DS",131,164.33,169.313
242,2,"16DS",53,181.67,184.507
246,2,"16DS",156,187.33,183.731
247,2,"16DS",66,186.33,182.032
248,2,"16DS",90,179.33,172.34
249,2,"16DS",35,186,183.582
252,2,"16DS",48,183.67,175.863
255,2,"16DS",94,183,184.496
257,2,"16DS",67,191.33,186.248
265,2,"16DS",135,179.67,176.233
273,2,"16DS",40,161.67,190.569
280,2,"16DS",142,181.33,176.137
281,2,"16DS",42,186,182.921
306,2,"16WW",82,182,201.578
312,2,"16WW",136,191,189.58
315,2,"16WW",25,203,195.323
322,2,"16WW",30,198.33,196.584
323,2,"16WW",141,198.67,194.709
327,2,"16WW",89,203,203.307
347,2,"16WW",57,180,192.387
351,2,"16WW",3,161.67,191.11
360,2,"16WW",65,196,195.059
374,2,"16WW",36,201.67,199.149
381,2,"16WW",139,210.67,204.326
10,3,"14DS",139,214.7,215.28
11,3,"14DS",142,209,194.329
17,3,"14DS",53,211.7,203.319
21,3,"14DS",103,208.3,208.534
22,3,"14DS",112,197,200.889
28,3,"14DS",14,197,190.76
30,3,"14DS",5,192.3,200.875
33,3,"14DS",90,193,195.565
38,3,"14DS",128,194.3,196.929
44,3,"14DS",8,205.7,203.034
46,3,"14DS",60,204.7,209.739
48,3,"14DS",133,206.7,197.971
50,3,"14DS",125,190.3,194.569
55,3,"14DS",156,200.3,205.283
56,3,"14DS",48,201,198.328
58,3,"14DS",3,197.3,193.356
61,3,"14DS",19,202.3,199.904
72,3,"14DS",136,201.3,197.975
82,3,"14DS",154,201.3,201.95
104,3,"14WW",24,199.7,193.332
110,3,"14WW",114,213.7,201.133
113,3,"14WW",158,220,202.322
115,3,"14WW",25,200.3,193.65
131,3,"14WW",15,179.3,183.251
133,3,"14WW",9,183.7,194.542
134,3,"14WW",66,195.3,191.688
138,3,"14WW",68,204,197.253
143,3,"14WW",42,201.7,190.686
156,3,"14WW",33,204,187.591
157,3,"14WW",52,219.3,203.287
160,3,"14WW",35,199.7,191.063
169,3,"14WW",67,194,197.869
174,3,"14WW",143,188,183.848
175,3,"14WW",96,199,203.826
179,3,"14WW",77,177,181.419
187,3,"14WW",69,207.3,198.244
189,3,"14WW",159,200,192.727
190,3,"14WW",78,192.7,183.791
192,3,"14WW",123,89.7,95.93
195,3,"16DS",173,173.67,184.763
203,3,"16DS",87,188.67,185.547
205,3,"16DS",89,195.67,190.206
206,3,"16DS",172,185,185.179
210,3,"16DS",72,182.33,186.858
214,3,"16DS",148,164.67,166.515
215,3,"16DS",1,184.67,179.018
220,3,"16DS",30,188,184.921
229,3,"16DS",138,160,173.677
230,3,"16DS",81,192.33,192.812
233,3,"16DS",145,178.33,191.554
240,3,"16DS",55,190.67,190.009
244,3,"16DS",177,193.67,183.133
245,3,"16DS",47,202.33,187.014
251,3,"16DS",83,189,185.107
253,3,"16DS",95,187,191.601
260,3,"16DS",82,199.67,182.041
262,3,"16DS",38,188.67,177.05
264,3,"16DS",76,187,186.475
268,3,"16DS",20,181,177.518
272,3,"16DS",165,144.67,180.522
279,3,"16DS",16,182.67,194.77
283,3,"16DS",106,196.67,187.902
285,3,"16DS",93,194.33,172.908
287,3,"16DS",57,183,177.663
289,3,"16WW",75,177,184.032
292,3,"16WW",40,210.33,189.788
296,3,"16WW",29,220,201.51
303,3,"16WW",92,192.33,187.663
307,3,"16WW",85,159.67,191.352
316,3,"16WW",37,199,189.331
318,3,"16WW",4,208.67,189.701
335,3,"16WW",64,201,196.777
338,3,"16WW",18,179,201.015
339,3,"16WW",6,186.67,186.91
352,3,"16WW",10,161.67,177.013
359,3,"16WW",107,186,195.008
362,3,"16WW",70,194,185.535
370,3,"16WW",54,210.67,204.249
380,3,"16WW",161,206.33,203.723
383,3,"16WW",26,204.67,198.819
2,4,"14DS",18,222.7,199.871
8,4,"14DS",15,192.7,192.332
13,4,"14DS",52,224,214.791
14,4,"14DS",72,200,207.134
35,4,"14DS",67,213.7,206.188
39,4,"14DS",10,177,183.986
40,4,"14DS",68,199,213.228
51,4,"14DS",76,202,208.174
57,4,"14DS",24,204.3,206.419
68,4,"14DS",9,197.3,204.146
71,4,"14DS",82,208.7,204.813
76,4,"14DS",145,205.7,209.341
78,4,"14DS",27,209.3,203.007
79,4,"14DS",20,199.7,197.808
83,4,"14DS",141,202.3,204.791
89,4,"14DS",143,198.3,194.1
90,4,"14DS",35,202.7,204.646
91,4,"14DS",2,198.3,198.312
92,4,"14DS",135,196.3,196.889
94,4,"14DS",37,205.7,198.728
105,4,"14WW",106,203.7,199.143
114,4,"14WW",16,218.3,197.57
117,4,"14WW",136,177.7,191.633
118,4,"14WW",6,184,186.34
121,4,"14WW",28,193.3,198.636
125,4,"14WW",131,181.7,178.407
126,4,"14WW",36,199.3,198.18
129,4,"14WW",142,195,185.087
130,4,"14WW",173,196,191.541
132,4,"14WW",89,196.3,204.165
135,4,"14WW",29,208.7,203.865
139,4,"14WW",4,182.7,196.087
144,4,"14WW",154,186.3,192.151
145,4,"14WW",156,200.7,191.784
154,4,"14WW",26,190,201.589
161,4,"14WW",57,200,185.825
162,4,"14WW",85,189.3,181.77
164,4,"14WW",128,193.7,183.849
166,4,"14WW",65,189,196.64
167,4,"14WW",92,178,190.445
168,4,"14WW",64,202.7,195.489
180,4,"14WW",107,191.3,192.168
181,4,"14WW",90,172.7,188.595
184,4,"14WW",58,196,199.964
191,4,"14WW",17,181,197.556
204,4,"16DS",25,181,186.538
219,4,"16DS",139,193.33,193.798
221,4,"16DS",19,185.33,177.438
241,4,"16DS",5,189,175.432
243,4,"16DS",54,189.67,195.595
254,4,"16DS",3,186,169.424
258,4,"16DS",125,170.67,172.989
266,4,"16DS",70,184,173.663
270,4,"16DS",77,163,172.847
271,4,"16DS",78,169.33,176.987
276,4,"16DS",13,169.67,174.83
284,4,"16DS",8,195.67,178.097
290,4,"16WW",69,204,201.858
293,4,"16WW",94,200,194.061
297,4,"16WW",121,92,117.454
299,4,"16WW",66,194.33,194.819
304,4,"16WW",133,191,191.668
305,4,"16WW",53,186,198.206
311,4,"16WW",1,189,192.791
314,4,"16WW",61,208.33,201.968
319,4,"16WW",138,182.67,181.532
325,4,"16WW",55,206.67,200.522
326,4,"16WW",11,191.67,186.818
330,4,"16WW",114,210.33,205.547
332,4,"16WW",103,201,199.007
334,4,"16WW",97,204.33,195.487
340,4,"16WW",95,207.33,200.371
343,4,"16WW",87,199.67,197.205
350,4,"16WW",33,163.67,202.174
353,4,"16WW",172,185,200.4
356,4,"16WW",93,180.67,191.663
361,4,"16WW",38,189.33,191.836
363,4,"16WW",177,195,198.15
365,4,"16WW",81,205,202.932
366,4,"16WW",148,181,176.527
376,4,"16WW",112,189.33,191.793
4,5,"14DS",107,205.7,200.839
5,5,"14DS",96,216,212.875
6,5,"14DS",70,196,197.771
9,5,"14DS",40,202.3,204.128
18,5,"14DS",57,190.7,201.113
20,5,"14DS",25,202.7,207.808
26,5,"14DS",42,200.7,204.24
27,5,"14DS",13,197.3,193.411
31,5,"14DS",148,186,186.808
36,5,"14DS",66,201,204.576
42,5,"14DS",177,207.7,206.711
43,5,"14DS",6,191,196.644
45,5,"14DS",65,203.7,205.281
49,5,"14DS",114,209,217.185
59,5,"14DS",69,215,210.553
64,5,"14DS",97,202,207.644
66,5,"14DS",4,201.7,203.301
75,5,"14DS",94,197.3,206.636
80,5,"14DS",58,211.3,209.134
88,5,"14DS",89,220,210.64
96,5,"14DS",78,191.3,197.841
103,5,"14WW",83,199,194.203
106,5,"14WW",172,198,193.185
108,5,"14WW",138,190,176.111
120,5,"14WW",72,205,192.172
123,5,"14WW",10,174.3,171.067
124,5,"14WW",145,201,197.403
127,5,"14WW",61,206.7,200.383
128,5,"14WW",1,188.7,189.087
140,5,"14WW",11,180,186.792
146,5,"14WW",30,196.7,194.623
149,5,"14WW",95,200.3,199.763
155,5,"14WW",135,177.7,189.604
158,5,"14WW",112,192.3,188.167
163,5,"14WW",3,186.7,182.044
182,5,"14WW",141,192.7,194.383
183,5,"14WW",87,199.3,194.306
196,5,"16DS",29,184,197.259
197,5,"16DS",159,187.33,184.667
199,5,"16DS",161,200.67,191.28
200,5,"16DS",75,172.33,171.265
202,5,"16DS",123,0,110.518
212,5,"16DS",2,190,176.211
218,5,"16DS",17,198.67,179.313
228,5,"16DS",26,188.33,189.535
234,5,"16DS",121,70.67,107.959
235,5,"16DS",14,160,175.42
250,5,"16DS",36,192,187.563
259,5,"16DS",103,184.67,189.381
261,5,"16DS",158,197.67,197.943
263,5,"16DS",27,188.33,183.659
275,5,"16DS",33,172,184.891
278,5,"16DS",60,195.67,185.744
288,5,"16DS",9,191.33,180.355
300,5,"16WW",125,186,184.892
302,5,"16WW",106,206.67,199.914
308,5,"16WW",142,159.67,196.319
317,5,"16WW",24,203,196.564
321,5,"16WW",154,192,192.865
324,5,"16WW",47,202,200.891
333,5,"16WW",128,183,188.225
336,5,"16WW",16,195,205.637
341,5,"16WW",165,193.33,182.074
342,5,"16WW",156,189,196.684
348,5,"16WW",48,179.67,192.158
349,5,"16WW",15,181.67,184.372
364,5,"16WW",28,204.33,196.517
367,5,"16WW",52,202.67,210.427
368,5,"16WW",131,183.33,178.317
369,5,"16WW",68,201.33,200.887
371,5,"16WW",76,197.33,198.798
372,5,"16WW",5,193.67,187.472
375,5,"16WW",173,197,192.604
377,5,"16WW",20,183.33,191.111
378,5,"16WW",77,178,184.601
384,5,"16WW",8,187.67,196.706
