"testing","fold","env","individual","observed","predicted"
58,3,"14DS",3,197.3,204.257
59,3,"14DS",69,215,203.177
77,3,"14DS",123,97.7,201.289
80,3,"14DS",58,211.3,202.341
82,3,"14DS",154,201.3,201.559
96,3,"14DS",78,191.3,201.121
102,3,"14WW",125,183,194.513
106,3,"14WW",172,198,193.831
112,3,"14WW",18,214,189.014
134,3,"14WW",66,195.3,188.728
138,3,"14WW",68,204,188.983
144,3,"14WW",154,186.3,190.941
145,3,"14WW",156,200.7,191.561
147,3,"14WW",177,193.3,194.354
150,3,"14WW",14,187.3,187.57
159,3,"14WW",8,188,189.407
163,3,"14WW",3,186.7,193.639
165,3,"14WW",48,189.3,189.657
177,3,"14WW",40,202.3,191.953
181,3,"14WW",90,172.7,191.337
183,3,"14WW",87,199.3,190.764
184,3,"14WW",58,196,191.723
186,3,"14WW",53,200.3,194.136
187,3,"14WW",69,207.3,192.559
190,3,"14WW",78,192.7,190.503
192,3,"14WW",123,89.7,190.671
201,3,"16DS",58,190.33,182.54
202,3,"16DS",123,0,181.488
203,3,"16DS",87,188.67,181.581
206,3,"16DS",172,185,184.648
211,3,"16DS",69,181.67,183.376
216,3,"16DS",154,186.33,181.758
222,3,"16DS",68,198,179.8
224,3,"16DS",18,166,179.831
235,3,"16DS",14,160,178.387
242,3,"16DS",53,181.67,184.953
244,3,"16DS",177,193.67,185.171
246,3,"16DS",156,187.33,182.378
247,3,"16DS",66,186.33,179.545
248,3,"16DS",90,179.33,182.154
252,3,"16DS",48,183.67,180.474
254,3,"16DS",3,186,184.456
258,3,"16DS",125,170.67,185.33
271,3,"16DS",78,169.33,181.32
273,3,"16DS",40,161.67,182.77
284,3,"16DS",8,195.67,180.224
290,3,"16WW",69,204,193.904
292,3,"16WW",40,210.33,193.298
299,3,"16WW",66,194.33,190.073
300,3,"16WW",125,186,195.858
305,3,"16WW",53,186,195.481
309,3,"16WW",58,203.33,193.068
321,3,"16WW",154,192,192.286
328,3,"16WW",14,179,188.916
337,3,"16WW",78,191.33,191.848
338,3,"16WW",18,179,190.359
342,3,"16WW",156,189,192.906
343,3,"16WW",87,199.67,192.109
348,3,"16WW",48,179.67,191.002
351,3,"16WW",3,161.67,194.984
353,3,"16WW",172,185,195.176
355,3,"16WW",123,147.67,192.016
358,3,"16WW",90,190,192.682
363,3,"16WW",177,195,195.699
369,3,"16WW",68,201.33,190.328
384,3,"16WW",8,187.67,190.752
3,4,"14DS",93,203.3,197.965
15,4,"14DS",85,204,199.229
23,4,"14DS",77,202.3,204.832
35,4,"14DS",67,213.7,203.114
37,4,"14DS",16,220,197.631
46,4,"14DS",60,204.7,201.874
48,4,"14DS",133,206.7,198.594
49,4,"14DS",114,209,203.662
60,4,"14DS",131,181.7,192.87
62,4,"14DS",17,196.7,196.431
65,4,"14DS",121,132.7,204.906
67,4,"14DS",83,213,197.063
68,4,"14DS",9,197.3,195.989
71,4,"14DS",82,208.7,196.984
72,4,"14DS",136,201.3,200.542
73,4,"14DS",11,198.7,198.879
76,4,"14DS",145,205.7,203.562
85,4,"14DS",61,212,205.991
88,4,"14DS",89,220,205.625
94,4,"14DS",37,205.7,204.003
101,4,"14WW",60,193,192.658
103,4,"14WW",83,199,187.847
107,4,"14WW",37,195.7,194.787
110,4,"14WW",114,213.7,194.446
114,4,"14WW",16,218.3,188.415
116,4,"14WW",133,180.7,189.378
117,4,"14WW",136,177.7,191.326
124,4,"14WW",145,201,194.345
125,4,"14WW",131,181.7,183.654
127,4,"14WW",61,206.7,196.775
132,4,"14WW",89,196.3,196.409
133,4,"14WW",9,183.7,186.773
140,4,"14WW",11,180,189.663
141,4,"14WW",121,101.3,195.69
151,4,"14WW",82,198.3,187.768
162,4,"14WW",85,189.3,190.013
169,4,"14WW",67,194,193.898
172,4,"14WW",93,175,188.749
179,4,"14WW",77,177,195.616
191,4,"14WW",17,181,187.215
193,4,"16DS",37,161,183.649
198,4,"16DS",85,177.67,178.875
205,4,"16DS",89,195.67,185.27
208,4,"16DS",136,183.33,180.187
218,4,"16DS",17,198.67,176.077
226,4,"16DS",61,188,185.637
231,4,"16DS",133,182.33,178.239
233,4,"16DS",145,178.33,183.207
234,4,"16DS",121,70.67,184.551
237,4,"16DS",131,164.33,172.516
238,4,"16DS",11,173.67,178.525
251,4,"16DS",83,189,176.708
256,4,"16DS",114,192,183.307
257,4,"16DS",67,191.33,182.76
260,4,"16DS",82,199.67,176.63
270,4,"16DS",77,163,184.478
278,4,"16DS",60,195.67,181.52
279,4,"16DS",16,182.67,177.276
285,4,"16DS",93,194.33,177.61
288,4,"16DS",9,191.33,175.635
291,4,"16WW",17,203.33,187.954
294,4,"16WW",145,214,195.085
297,4,"16WW",121,92,196.429
304,4,"16WW",133,191,190.117
306,4,"16WW",82,182,188.507
307,4,"16WW",85,159.67,190.753
310,4,"16WW",67,194.67,194.637
312,4,"16WW",136,191,192.065
314,4,"16WW",61,208.33,197.514
316,4,"16WW",37,199,195.527
320,4,"16WW",60,201,193.397
326,4,"16WW",11,191.67,190.402
327,4,"16WW",89,203,197.148
330,4,"16WW",114,210.33,195.185
336,4,"16WW",16,195,189.154
345,4,"16WW",83,190,188.586
356,4,"16WW",93,180.67,189.488
357,4,"16WW",9,200.33,187.513
368,4,"16WW",131,183.33,184.393
378,4,"16WW",77,178,196.355
18,5,"14DS",57,190.7,205.172
19,5,"14DS",64,199,202.879
25,5,"14DS",1,199,202.614
26,5,"14DS",42,200.7,199.648
31,5,"14DS",148,186,201.682
32,5,"14DS",158,211.7,203.919
34,5,"14DS",95,214.3,198.28
41,5,"14DS",30,204.7,192.522
43,5,"14DS",6,191,205.601
45,5,"14DS",65,203.7,202.437
47,5,"14DS",55,216,199.506
52,5,"14DS",38,203,201.028
75,5,"14DS",94,197.3,209.196
90,5,"14DS",35,202.7,201.046
92,5,"14DS",135,196.3,198.476
93,5,"14DS",81,215.3,205.832
98,5,"14WW",38,179.7,190.54
99,5,"14WW",55,193.3,189.018
113,5,"14WW",158,220,193.432
118,5,"14WW",6,184,195.114
119,5,"14WW",94,198.3,198.708
128,5,"14WW",1,188.7,192.126
137,5,"14WW",81,203.7,195.345
143,5,"14WW",42,201.7,189.16
146,5,"14WW",30,196.7,182.034
149,5,"14WW",95,200.3,187.792
152,5,"14WW",148,166.3,191.194
155,5,"14WW",135,177.7,187.988
160,5,"14WW",35,199.7,190.558
161,5,"14WW",57,200,194.685
166,5,"14WW",65,189,191.949
168,5,"14WW",64,202.7,192.391
213,5,"16DS",64,188.67,181.247
214,5,"16DS",148,164.67,180.05
215,5,"16DS",1,184.67,180.982
220,5,"16DS",30,188,170.89
230,5,"16DS",81,192.33,184.201
240,5,"16DS",55,190.67,177.875
249,5,"16DS",35,186,179.414
253,5,"16DS",95,187,176.648
255,5,"16DS",94,183,187.564
261,5,"16DS",158,197.67,182.288
262,5,"16DS",38,188.67,179.396
265,5,"16DS",135,179.67,176.844
267,5,"16DS",65,190.33,180.805
281,5,"16DS",42,186,178.017
286,5,"16DS",6,176,183.97
287,5,"16DS",57,183,183.541
293,5,"16WW",94,200,199.447
295,5,"16WW",158,209,194.17
311,5,"16WW",1,189,192.865
322,5,"16WW",30,198.33,182.773
325,5,"16WW",55,206.67,189.757
329,5,"16WW",42,188.33,189.899
331,5,"16WW",135,193,188.727
335,5,"16WW",64,201,193.13
339,5,"16WW",6,186.67,195.852
340,5,"16WW",95,207.33,188.53
344,5,"16WW",35,189,191.297
347,5,"16WW",57,180,195.423
360,5,"16WW",65,196,192.688
361,5,"16WW",38,189.33,191.279
365,5,"16WW",81,205,196.083
366,5,"16WW",148,181,191.933
