Env.x,ID,Year.x,Loc.x,Pedigree.x,Year.y,Ismean.x,NUID,EID,P1,P2
2014_DEH1,2014_DEH1_CG120/LH185,2014,DEH1,CG120/LH185,2014,156.9459121,13,1,CG120,LH185
2014_INH1,2014_INH1_CG120/LH185,2014,INH1,CG120/LH185,2014,145.5617287,2222,8,CG120,LH185
2014_NEH1,2014_NEH1_CG120/LH185,2014,NEH1,CG120/LH185,2014,48.12398964,3186,12,CG120,LH185
2014_NEH2,2014_NEH2_CG120/LH185,2014,NEH2,CG120/LH185,2014,44.64466029,3431,13,CG120,LH185
2015_ONH1,2015_ONH1_CG120/LH185,2015,ONH1,CG120/LH185,2015,195.9067025,10722,37,CG120,LH185
2015_ONH2,2015_ONH2_CG120/LH185,2015,ONH2,CG120/LH185,2015,187.5237747,11008,38,CG120,LH185
2015_NYH3,2015_NYH3_CG120/LH198,2015,NYH3,CG120/LH198,2015,146.0435662,10082,35,CG120,LH198
2015_ONH1,2015_ONH1_CG120/LH198,2015,ONH1,CG120/LH198,2015,179.620208,10723,37,CG120,LH198
2015_MNH1,2015_MNH1_CG120/LH82,2015,MNH1,CG120/LH82,2015,163.2058934,6901,26,CG120,LH82
2015_MOH1,2015_MOH1_CG120/LH82,2015,MOH1,CG120/LH82,2015,80.46394705,7214,27,CG120,LH82
2015_NYH2,2015_NYH2_CG120/LH82,2015,NYH2,CG120/LH82,2015,138.6287399,9764,34,CG120,LH82
2015_NYH3,2015_NYH3_CG120/LH82,2015,NYH3,CG120/LH82,2015,144.8531751,10083,35,CG120,LH82
2015_ONH1,2015_ONH1_CG120/LH82,2015,ONH1,CG120/LH82,2015,190.1681916,10724,37,CG120,LH82
2015_ONH2,2015_ONH2_CG120/LH82,2015,ONH2,CG120/LH82,2015,196.4142545,11009,38,CG120,LH82
2015_MNH1,2015_MNH1_CG120/PHZ51,2015,MNH1,CG120/PHZ51,2015,143.1370954,6902,26,CG120,PHZ51
2015_NYH3,2015_NYH3_CG120/PHZ51,2015,NYH3,CG120/PHZ51,2015,143.7748271,10084,35,CG120,PHZ51
2015_ONH1,2015_ONH1_CG120/PHZ51,2015,ONH1,CG120/PHZ51,2015,201.4030404,10725,37,CG120,PHZ51
2014_MNH1,2014_MNH1_CG121/CG102,2014,MNH1,CG121/CG102,2014,91.42227383,2458,9,CG121,CG102
2014_NYH1,2014_NYH1_CG121/CG102,2014,NYH1,CG121/CG102,2014,126.2158635,3672,14,CG121,CG102
2014_NYH2,2014_NYH2_CG121/CG102,2014,NYH2,CG121/CG102,2014,130.0439603,3898,15,CG121,CG102
2015_MNH1,2015_MNH1_CG121/LH198,2015,MNH1,CG121/LH198,2015,142.3912899,6903,26,CG121,LH198
2015_NYH3,2015_NYH3_CG121/LH198,2015,NYH3,CG121/LH198,2015,134.5147107,10085,35,CG121,LH198
2015_OHH1,2015_OHH1_CG121/LH198,2015,OHH1,CG121/LH198,2015,138.0197802,10345,36,CG121,LH198
2015_ONH1,2015_ONH1_CG121/LH198,2015,ONH1,CG121/LH198,2015,193.4387085,10726,37,CG121,LH198
2015_ONH2,2015_ONH2_CG121/LH198,2015,ONH2,CG121/LH198,2015,182.1432915,11010,38,CG121,LH198
2015_DEH1,2015_DEH1_CG121/LH82,2015,DEH1,CG121/LH82,2015,149.2187392,5251,21,CG121,LH82
2015_MNH1,2015_MNH1_CG121/LH82,2015,MNH1,CG121/LH82,2015,170.7637024,6904,26,CG121,LH82
2015_NEH2,2015_NEH2_CG121/LH82,2015,NEH2,CG121/LH82,2015,167.6778767,8660,31,CG121,LH82
2015_NYH2,2015_NYH2_CG121/LH82,2015,NYH2,CG121/LH82,2015,160.6175712,9765,34,CG121,LH82
2015_NYH3,2015_NYH3_CG121/LH82,2015,NYH3,CG121/LH82,2015,151.9139876,10086,35,CG121,LH82
2015_OHH1,2015_OHH1_CG121/LH82,2015,OHH1,CG121/LH82,2015,129.2955063,10346,36,CG121,LH82
2015_ONH1,2015_ONH1_CG121/LH82,2015,ONH1,CG121/LH82,2015,203.1128863,10727,37,CG121,LH82
2015_ONH2,2015_ONH2_CG121/LH82,2015,ONH2,CG121/LH82,2015,175.3953578,11011,38,CG121,LH82
2015_DEH1,2015_DEH1_CG121/PHZ51,2015,DEH1,CG121/PHZ51,2015,166.4082284,5252,21,CG121,PHZ51
2015_NEH2,2015_NEH2_CG121/PHZ51,2015,NEH2,CG121/PHZ51,2015,141.4796849,8661,31,CG121,PHZ51
2015_NYH2,2015_NYH2_CG121/PHZ51,2015,NYH2,CG121/PHZ51,2015,125.3613771,9766,34,CG121,PHZ51
2015_NYH3,2015_NYH3_CG121/PHZ51,2015,NYH3,CG121/PHZ51,2015,142.9968385,10087,35,CG121,PHZ51
2015_ONH1,2015_ONH1_CG121/PHZ51,2015,ONH1,CG121/PHZ51,2015,212.244653,10728,37,CG121,PHZ51
2014_NYH1,2014_NYH1_CG122/CG102,2014,NYH1,CG122/CG102,2014,99.74592367,3673,14,CG122,CG102
2014_NYH2,2014_NYH2_CG122/CG102,2014,NYH2,CG122/CG102,2014,114.5639263,3899,15,CG122,CG102
2015_MNH1,2015_MNH1_CG122/CG102,2015,MNH1,CG122/CG102,2015,102.1509281,6905,26,CG122,CG102
2015_NEH4,2015_NEH4_CG122/CG102,2015,NEH4,CG122/CG102,2015,65.61984443,9378,33,CG122,CG102
2015_NYH2,2015_NYH2_CG122/CG102,2015,NYH2,CG122/CG102,2015,49.78285712,9767,34,CG122,CG102
2015_NYH3,2015_NYH3_CG122/CG102,2015,NYH3,CG122/CG102,2015,93.89728579,10088,35,CG122,CG102
2015_ONH1,2015_ONH1_CG122/CG102,2015,ONH1,CG122/CG102,2015,95.39259505,10729,37,CG122,CG102
2015_ONH2,2015_ONH2_CG122/CG102,2015,ONH2,CG122/CG102,2015,136.6361632,11012,38,CG122,CG102
2015_MNH1,2015_MNH1_CG122/PHB47,2015,MNH1,CG122/PHB47,2015,144.3150532,6906,26,CG122,PHB47
2015_NEH4,2015_NEH4_CG122/PHB47,2015,NEH4,CG122/PHB47,2015,115.7935223,9379,33,CG122,PHB47
2015_NYH2,2015_NYH2_CG122/PHB47,2015,NYH2,CG122/PHB47,2015,69.89694091,9768,34,CG122,PHB47
2015_NYH3,2015_NYH3_CG122/PHB47,2015,NYH3,CG122/PHB47,2015,108.7984774,10089,35,CG122,PHB47
2015_ONH1,2015_ONH1_CG122/PHB47,2015,ONH1,CG122/PHB47,2015,218.7205409,10730,37,CG122,PHB47
2015_ONH2,2015_ONH2_CG122/PHB47,2015,ONH2,CG122/PHB47,2015,198.2472883,11013,38,CG122,PHB47
2015_NYH3,2015_NYH3_CG122/PHZ51,2015,NYH3,CG122/PHZ51,2015,156.2642013,10090,35,CG122,PHZ51
2015_ONH1,2015_ONH1_CG122/PHZ51,2015,ONH1,CG122/PHZ51,2015,176.434192,10731,37,CG122,PHZ51
2014_MNH1,2014_MNH1_CG123/CG102,2014,MNH1,CG123/CG102,2014,117.4687303,2459,9,CG123,CG102
2014_NYH1,2014_NYH1_CG123/CG102,2014,NYH1,CG123/CG102,2014,137.359662,3674,14,CG123,CG102
2014_NYH2,2014_NYH2_CG123/CG102,2014,NYH2,CG123/CG102,2014,143.7700929,3900,15,CG123,CG102
2015_MNH1,2015_MNH1_CG123/CG102,2015,MNH1,CG123/CG102,2015,147.1330802,6907,26,CG123,CG102
2015_NYH2,2015_NYH2_CG123/CG102,2015,NYH2,CG123/CG102,2015,135.2090616,9769,34,CG123,CG102
2015_NYH3,2015_NYH3_CG123/CG102,2015,NYH3,CG123/CG102,2015,85.54403377,10091,35,CG123,CG102
2015_ONH1,2015_ONH1_CG123/CG102,2015,ONH1,CG123/CG102,2015,137.0161544,10732,37,CG123,CG102
2015_ONH2,2015_ONH2_CG123/CG102,2015,ONH2,CG123/CG102,2015,169.8069901,11014,38,CG123,CG102
2014_NEH1,2014_NEH1_CG123/LH185,2014,NEH1,CG123/LH185,2014,84.91196402,3187,12,CG123,LH185
2014_NEH2,2014_NEH2_CG123/LH185,2014,NEH2,CG123/LH185,2014,148.8151836,3432,13,CG123,LH185
2015_MNH1,2015_MNH1_CG123/PHB47,2015,MNH1,CG123/PHB47,2015,162.5601757,6908,26,CG123,PHB47
2015_NYH2,2015_NYH2_CG123/PHB47,2015,NYH2,CG123/PHB47,2015,138.9091104,9770,34,CG123,PHB47
2015_NYH3,2015_NYH3_CG123/PHB47,2015,NYH3,CG123/PHB47,2015,160.2625054,10092,35,CG123,PHB47
2015_ONH1,2015_ONH1_CG123/PHB47,2015,ONH1,CG123/PHB47,2015,176.2000441,10733,37,CG123,PHB47
2015_ONH2,2015_ONH2_CG123/PHB47,2015,ONH2,CG123/PHB47,2015,187.0239473,11015,38,CG123,PHB47
2015_MNH1,2015_MNH1_CG124/PHB47,2015,MNH1,CG124/PHB47,2015,136.4143845,6909,26,CG124,PHB47
2015_NYH2,2015_NYH2_CG124/PHB47,2015,NYH2,CG124/PHB47,2015,90.99784466,9771,34,CG124,PHB47
2015_NYH3,2015_NYH3_CG124/PHB47,2015,NYH3,CG124/PHB47,2015,148.2838999,10093,35,CG124,PHB47
2015_OHH1,2015_OHH1_CG124/PHB47,2015,OHH1,CG124/PHB47,2015,123.5807878,10347,36,CG124,PHB47
2015_ONH1,2015_ONH1_CG124/PHB47,2015,ONH1,CG124/PHB47,2015,209.0827127,10734,37,CG124,PHB47
2015_ONH2,2015_ONH2_CG124/PHB47,2015,ONH2,CG124/PHB47,2015,189.3097295,11016,38,CG124,PHB47
2015_MNH1,2015_MNH1_CG125/PHB47,2015,MNH1,CG125/PHB47,2015,166.4856973,6910,26,CG125,PHB47
2015_NYH2,2015_NYH2_CG125/PHB47,2015,NYH2,CG125/PHB47,2015,37.60225865,9772,34,CG125,PHB47
2015_NYH3,2015_NYH3_CG125/PHB47,2015,NYH3,CG125/PHB47,2015,132.1917913,10094,35,CG125,PHB47
2015_ONH1,2015_ONH1_CG125/PHB47,2015,ONH1,CG125/PHB47,2015,202.0233434,10735,37,CG125,PHB47
2015_ONH2,2015_ONH2_CG125/PHB47,2015,ONH2,CG125/PHB47,2015,216.3849969,11017,38,CG125,PHB47
2015_MNH1,2015_MNH1_CG125/PHZ51,2015,MNH1,CG125/PHZ51,2015,161.9697742,6911,26,CG125,PHZ51
2015_NYH2,2015_NYH2_CG125/PHZ51,2015,NYH2,CG125/PHZ51,2015,144.5259886,9773,34,CG125,PHZ51
2015_NYH3,2015_NYH3_CG125/PHZ51,2015,NYH3,CG125/PHZ51,2015,125.0494452,10095,35,CG125,PHZ51
2015_ONH1,2015_ONH1_CG125/PHZ51,2015,ONH1,CG125/PHZ51,2015,215.3971519,10736,37,CG125,PHZ51
2015_ONH2,2015_ONH2_CG125/PHZ51,2015,ONH2,CG125/PHZ51,2015,207.0169405,11018,38,CG125,PHZ51
2015_MNH1,2015_MNH1_CG126/PHB47,2015,MNH1,CG126/PHB47,2015,138.159814,6912,26,CG126,PHB47
2015_NYH2,2015_NYH2_CG126/PHB47,2015,NYH2,CG126/PHB47,2015,145.9988542,9774,34,CG126,PHB47
2015_NYH3,2015_NYH3_CG126/PHB47,2015,NYH3,CG126/PHB47,2015,151.9734283,10096,35,CG126,PHB47
2015_ONH1,2015_ONH1_CG126/PHB47,2015,ONH1,CG126/PHB47,2015,148.6612341,10737,37,CG126,PHB47
2015_ONH2,2015_ONH2_CG126/PHB47,2015,ONH2,CG126/PHB47,2015,203.1759174,11019,38,CG126,PHB47
2015_ILH1,2015_ILH1_CG127/PHB47,2015,ILH1,CG127/PHB47,2015,151.0213259,5860,23,CG127,PHB47
2015_MNH1,2015_MNH1_CG127/PHB47,2015,MNH1,CG127/PHB47,2015,165.2756043,6913,26,CG127,PHB47
2015_NEH1,2015_NEH1_CG127/PHB47,2015,NEH1,CG127/PHB47,2015,110.6678478,8320,30,CG127,PHB47
2015_NYH2,2015_NYH2_CG127/PHB47,2015,NYH2,CG127/PHB47,2015,123.1315638,9775,34,CG127,PHB47
2015_NYH3,2015_NYH3_CG127/PHB47,2015,NYH3,CG127/PHB47,2015,144.3061108,10097,35,CG127,PHB47
2015_ONH1,2015_ONH1_CG127/PHB47,2015,ONH1,CG127/PHB47,2015,230.3287989,10738,37,CG127,PHB47
2015_ONH2,2015_ONH2_CG127/PHB47,2015,ONH2,CG127/PHB47,2015,199.4908077,11020,38,CG127,PHB47
2015_ILH1,2015_ILH1_CG127/PHZ51,2015,ILH1,CG127/PHZ51,2015,148.1587064,5861,23,CG127,PHZ51
2015_MNH1,2015_MNH1_CG127/PHZ51,2015,MNH1,CG127/PHZ51,2015,177.0002839,6914,26,CG127,PHZ51
2015_NEH1,2015_NEH1_CG127/PHZ51,2015,NEH1,CG127/PHZ51,2015,64.92268805,8321,30,CG127,PHZ51
2015_NYH2,2015_NYH2_CG127/PHZ51,2015,NYH2,CG127/PHZ51,2015,163.6848138,9776,34,CG127,PHZ51
2015_NYH3,2015_NYH3_CG127/PHZ51,2015,NYH3,CG127/PHZ51,2015,140.2573085,10098,35,CG127,PHZ51
2015_ONH1,2015_ONH1_CG127/PHZ51,2015,ONH1,CG127/PHZ51,2015,225.7775498,10739,37,CG127,PHZ51
2015_ONH2,2015_ONH2_CG127/PHZ51,2015,ONH2,CG127/PHZ51,2015,202.0842084,11021,38,CG127,PHZ51
2014_MNH1,2014_MNH1_CG44/CG102,2014,MNH1,CG44/CG102,2014,156.1642569,2460,9,CG44,CG102
2014_NYH1,2014_NYH1_CG44/CG102,2014,NYH1,CG44/CG102,2014,162.9093315,3675,14,CG44,CG102
2014_NYH2,2014_NYH2_CG44/CG102,2014,NYH2,CG44/CG102,2014,144.0202635,3901,15,CG44,CG102
2014_ILH1,2014_ILH1_CG44/CG110,2014,ILH1,CG44/CG110,2014,147.4305848,2001,7,CG44,CG110
2014_MOH1,2014_MOH1_CG44/CG110,2014,MOH1,CG44/CG110,2014,114.7065605,2709,10,CG44,CG110
2014_NYH1,2014_NYH1_CG44/CG110,2014,NYH1,CG44/CG110,2014,138.6763606,3676,14,CG44,CG110
2015_MNH1,2015_MNH1_CG44/CG110,2015,MNH1,CG44/CG110,2015,166.3427624,6915,26,CG44,CG110
2015_NEH3,2015_NEH3_CG44/CG110,2015,NEH3,CG44/CG110,2015,88.86980577,9028,32,CG44,CG110
2015_NYH2,2015_NYH2_CG44/CG110,2015,NYH2,CG44/CG110,2015,144.2177388,9777,34,CG44,CG110
2015_NYH3,2015_NYH3_CG44/CG110,2015,NYH3,CG44/CG110,2015,80.04393282,10099,35,CG44,CG110
2015_ONH1,2015_ONH1_CG44/CG110,2015,ONH1,CG44/CG110,2015,170.3085817,10740,37,CG44,CG110
2015_ONH2,2015_ONH2_CG44/CG110,2015,ONH2,CG44/CG110,2015,181.5147461,11022,38,CG44,CG110
2014_ILH1,2014_ILH1_CG44/CGR01,2014,ILH1,CG44/CGR01,2014,218.2317599,2002,7,CG44,CGR01
2014_MOH1,2014_MOH1_CG44/CGR01,2014,MOH1,CG44/CGR01,2014,129.0643828,2710,10,CG44,CGR01
2014_NEH1,2014_NEH1_CG44/CGR01,2014,NEH1,CG44/CGR01,2014,52.95025458,3188,12,CG44,CGR01
2014_NYH1,2014_NYH1_CG44/CGR01,2014,NYH1,CG44/CGR01,2014,148.2101329,3677,14,CG44,CGR01
2015_MNH1,2015_MNH1_CG44/CGR01,2015,MNH1,CG44/CGR01,2015,138.8510566,6916,26,CG44,CGR01
2015_NEH3,2015_NEH3_CG44/CGR01,2015,NEH3,CG44/CGR01,2015,106.530525,9029,32,CG44,CGR01
2015_NYH2,2015_NYH2_CG44/CGR01,2015,NYH2,CG44/CGR01,2015,146.0809138,9778,34,CG44,CGR01
2015_NYH3,2015_NYH3_CG44/CGR01,2015,NYH3,CG44/CGR01,2015,129.4070232,10100,35,CG44,CGR01
2015_OHH1,2015_OHH1_CG44/CGR01,2015,OHH1,CG44/CGR01,2015,125.8293626,10348,36,CG44,CGR01
2015_ONH1,2015_ONH1_CG44/CGR01,2015,ONH1,CG44/CGR01,2015,197.9394459,10741,37,CG44,CGR01
2015_ONH2,2015_ONH2_CG44/CGR01,2015,ONH2,CG44/CGR01,2015,184.1598023,11023,38,CG44,CGR01
2014_NYH1,2014_NYH1_CG44/CGR03,2014,NYH1,CG44/CGR03,2014,154.2763898,3678,14,CG44,CGR03
2014_ILH1,2014_ILH1_CG44/LH162,2014,ILH1,CG44/LH162,2014,152.9150102,2003,7,CG44,LH162
2014_MNH1,2014_MNH1_CG44/LH162,2014,MNH1,CG44/LH162,2014,129.0812713,2461,9,CG44,LH162
2014_MOH1,2014_MOH1_CG44/LH162,2014,MOH1,CG44/LH162,2014,89.9114954,2711,10,CG44,LH162
2014_NYH1,2014_NYH1_CG44/LH162,2014,NYH1,CG44/LH162,2014,166.028341,3679,14,CG44,LH162
2015_NYH3,2015_NYH3_CG44/LH162,2015,NYH3,CG44/LH162,2015,125.1199323,10101,35,CG44,LH162
2015_OHH1,2015_OHH1_CG44/LH162,2015,OHH1,CG44/LH162,2015,97.48406419,10349,36,CG44,LH162
2015_ONH1,2015_ONH1_CG44/LH162,2015,ONH1,CG44/LH162,2015,146.3499681,10742,37,CG44,LH162
2015_ONH2,2015_ONH2_CG44/LH162,2015,ONH2,CG44/LH162,2015,161.3576862,11024,38,CG44,LH162
2014_MNH1,2014_MNH1_CG60/CG102,2014,MNH1,CG60/CG102,2014,110.7222527,2462,9,CG60,CG102
2014_NYH2,2014_NYH2_CG60/CG102,2014,NYH2,CG60/CG102,2014,77.97967765,3902,15,CG60,CG102
2015_MNH1,2015_MNH1_CG60/CG102,2015,MNH1,CG60/CG102,2015,122.9884615,6917,26,CG60,CG102
2015_NYH2,2015_NYH2_CG60/CG102,2015,NYH2,CG60/CG102,2015,113.4532587,9779,34,CG60,CG102
2015_NYH3,2015_NYH3_CG60/CG102,2015,NYH3,CG60/CG102,2015,100.4904634,10102,35,CG60,CG102
2015_ONH1,2015_ONH1_CG60/CG102,2015,ONH1,CG60/CG102,2015,142.1117029,10743,37,CG60,CG102
2015_ONH2,2015_ONH2_CG60/CG102,2015,ONH2,CG60/CG102,2015,137.6440241,11025,38,CG60,CG102
2014_MOH1,2014_MOH1_CG60/CG110,2014,MOH1,CG60/CG110,2014,107.5500085,2712,10,CG60,CG110
2014_NYH1,2014_NYH1_CG60/CG110,2014,NYH1,CG60/CG110,2014,126.3666698,3680,14,CG60,CG110
2015_MNH1,2015_MNH1_CG60/CG110,2015,MNH1,CG60/CG110,2015,156.120322,6918,26,CG60,CG110
2015_NEH2,2015_NEH2_CG60/CG110,2015,NEH2,CG60/CG110,2015,74.97655876,8662,31,CG60,CG110
2015_NYH2,2015_NYH2_CG60/CG110,2015,NYH2,CG60/CG110,2015,110.6248308,9780,34,CG60,CG110
2015_NYH3,2015_NYH3_CG60/CG110,2015,NYH3,CG60/CG110,2015,140.2399497,10103,35,CG60,CG110
2015_OHH1,2015_OHH1_CG60/CG110,2015,OHH1,CG60/CG110,2015,123.2976703,10350,36,CG60,CG110
2015_ONH1,2015_ONH1_CG60/CG110,2015,ONH1,CG60/CG110,2015,167.0626126,10744,37,CG60,CG110
2015_ONH2,2015_ONH2_CG60/CG110,2015,ONH2,CG60/CG110,2015,188.150216,11026,38,CG60,CG110
2014_MOH1,2014_MOH1_CG60/CG111,2014,MOH1,CG60/CG111,2014,111.2238696,2713,10,CG60,CG111
2014_NYH1,2014_NYH1_CG60/CG111,2014,NYH1,CG60/CG111,2014,120.5245917,3681,14,CG60,CG111
2014_NYH2,2014_NYH2_CG60/CG111,2014,NYH2,CG60/CG111,2014,145.5498236,3903,15,CG60,CG111
2015_MNH1,2015_MNH1_CG60/CG111,2015,MNH1,CG60/CG111,2015,141.2196922,6919,26,CG60,CG111
2015_NYH2,2015_NYH2_CG60/CG111,2015,NYH2,CG60/CG111,2015,103.826504,9781,34,CG60,CG111
2015_NYH3,2015_NYH3_CG60/CG111,2015,NYH3,CG60/CG111,2015,142.0489443,10104,35,CG60,CG111
2015_OHH1,2015_OHH1_CG60/CG111,2015,OHH1,CG60/CG111,2015,114.3606491,10351,36,CG60,CG111
2015_ONH1,2015_ONH1_CG60/CG111,2015,ONH1,CG60/CG111,2015,173.8713114,10745,37,CG60,CG111
2015_ONH2,2015_ONH2_CG60/CG111,2015,ONH2,CG60/CG111,2015,186.977552,11027,38,CG60,CG111
2015_DEH1,2015_DEH1_CG60/LH162,2015,DEH1,CG60/LH162,2015,134.191027,5253,21,CG60,LH162
2015_ILH1,2015_ILH1_CG60/LH162,2015,ILH1,CG60/LH162,2015,70.13996374,5862,23,CG60,LH162
2015_INH1,2015_INH1_CG60/LH162,2015,INH1,CG60/LH162,2015,67.3727649,6171,24,CG60,LH162
2015_KSH1,2015_KSH1_CG60/LH162,2015,KSH1,CG60/LH162,2015,29.62006355,6524,25,CG60,LH162
2015_MNH1,2015_MNH1_CG60/LH162,2015,MNH1,CG60/LH162,2015,126.5835507,6920,26,CG60,LH162
2015_MOH1,2015_MOH1_CG60/LH162,2015,MOH1,CG60/LH162,2015,53.15041268,7215,27,CG60,LH162
2015_MOH2,2015_MOH2_CG60/LH162,2015,MOH2,CG60/LH162,2015,44.56478853,7592,28,CG60,LH162
2015_NEH1,2015_NEH1_CG60/LH162,2015,NEH1,CG60/LH162,2015,96.38683047,8322,30,CG60,LH162
2015_NEH2,2015_NEH2_CG60/LH162,2015,NEH2,CG60/LH162,2015,74.20721815,8663,31,CG60,LH162
2015_NEH3,2015_NEH3_CG60/LH162,2015,NEH3,CG60/LH162,2015,84.6845164,9030,32,CG60,LH162
2015_NEH4,2015_NEH4_CG60/LH162,2015,NEH4,CG60/LH162,2015,91.25686006,9380,33,CG60,LH162
2015_NYH2,2015_NYH2_CG60/LH162,2015,NYH2,CG60/LH162,2015,118.5456915,9782,34,CG60,LH162
2015_NYH3,2015_NYH3_CG60/LH162,2015,NYH3,CG60/LH162,2015,110.3744436,10105,35,CG60,LH162
2015_OHH1,2015_OHH1_CG60/LH162,2015,OHH1,CG60/LH162,2015,82.60075735,10352,36,CG60,LH162
2015_ONH1,2015_ONH1_CG60/LH162,2015,ONH1,CG60/LH162,2015,151.023956,10746,37,CG60,LH162
2015_ONH2,2015_ONH2_CG60/LH162,2015,ONH2,CG60/LH162,2015,142.0957077,11028,38,CG60,LH162
2014_NEH2,2014_NEH2_CG60/LH198,2014,NEH2,CG60/LH198,2014,55.88472887,3433,13,CG60,LH198
2015_MNH1,2015_MNH1_CG60/PHB47,2015,MNH1,CG60/PHB47,2015,147.9560439,6921,26,CG60,PHB47
2015_NYH2,2015_NYH2_CG60/PHB47,2015,NYH2,CG60/PHB47,2015,109.215088,9783,34,CG60,PHB47
2015_NYH3,2015_NYH3_CG60/PHB47,2015,NYH3,CG60/PHB47,2015,141.4987238,10106,35,CG60,PHB47
2015_ONH1,2015_ONH1_CG60/PHB47,2015,ONH1,CG60/PHB47,2015,187.9721112,10747,37,CG60,PHB47
2015_ONH2,2015_ONH2_CG60/PHB47,2015,ONH2,CG60/PHB47,2015,197.4449974,11029,38,CG60,PHB47
2014_MNH1,2014_MNH1_CG65/CG102,2014,MNH1,CG65/CG102,2014,140.5450194,2463,9,CG65,CG102
2014_NYH1,2014_NYH1_CG65/CG102,2014,NYH1,CG65/CG102,2014,105.5942831,3682,14,CG65,CG102
2014_NYH2,2014_NYH2_CG65/CG102,2014,NYH2,CG65/CG102,2014,112.8312515,3904,15,CG65,CG102
2015_NYH2,2015_NYH2_CG65/CG102,2015,NYH2,CG65/CG102,2015,117.3947523,9784,34,CG65,CG102
2015_NYH3,2015_NYH3_CG65/CG102,2015,NYH3,CG65/CG102,2015,152.6688312,10107,35,CG65,CG102
2015_ONH1,2015_ONH1_CG65/CG102,2015,ONH1,CG65/CG102,2015,148.1174068,10748,37,CG65,CG102
2015_ONH2,2015_ONH2_CG65/CG102,2015,ONH2,CG65/CG102,2015,161.7522038,11030,38,CG65,CG102
2014_ILH1,2014_ILH1_CG65/CG108,2014,ILH1,CG65/CG108,2014,190.6209481,2004,7,CG65,CG108
2014_MOH1,2014_MOH1_CG65/CG108,2014,MOH1,CG65/CG108,2014,129.3300536,2714,10,CG65,CG108
2014_NYH1,2014_NYH1_CG65/CG108,2014,NYH1,CG65/CG108,2014,130.3285158,3683,14,CG65,CG108
2015_INH1,2015_INH1_CG65/CG108,2015,INH1,CG65/CG108,2015,125.4182928,6172,24,CG65,CG108
2015_MNH1,2015_MNH1_CG65/CG108,2015,MNH1,CG65/CG108,2015,146.7769982,6922,26,CG65,CG108
2015_NEH2,2015_NEH2_CG65/CG108,2015,NEH2,CG65/CG108,2015,102.976075,8664,31,CG65,CG108
2015_NYH2,2015_NYH2_CG65/CG108,2015,NYH2,CG65/CG108,2015,93.96461679,9785,34,CG65,CG108
2015_NYH3,2015_NYH3_CG65/CG108,2015,NYH3,CG65/CG108,2015,131.0934543,10108,35,CG65,CG108
2015_ONH1,2015_ONH1_CG65/CG108,2015,ONH1,CG65/CG108,2015,189.948678,10749,37,CG65,CG108
2015_ONH2,2015_ONH2_CG65/CG108,2015,ONH2,CG65/CG108,2015,179.6206935,11031,38,CG65,CG108
2014_DEH1,2014_DEH1_CG65/LH185,2014,DEH1,CG65/LH185,2014,176.6518174,14,1,CG65,LH185
2014_INH1,2014_INH1_CG65/LH185,2014,INH1,CG65/LH185,2014,161.2047186,2223,8,CG65,LH185
2014_NEH1,2014_NEH1_CG65/LH185,2014,NEH1,CG65/LH185,2014,130.3861633,3189,12,CG65,LH185
2014_NEH2,2014_NEH2_CG65/LH185,2014,NEH2,CG65/LH185,2014,84.60192581,3434,13,CG65,LH185
2015_MNH1,2015_MNH1_CG65/LH185,2015,MNH1,CG65/LH185,2015,143.2161783,6923,26,CG65,LH185
2015_MOH1,2015_MOH1_CG65/LH185,2015,MOH1,CG65/LH185,2015,89.93144046,7216,27,CG65,LH185
2015_NEH4,2015_NEH4_CG65/LH185,2015,NEH4,CG65/LH185,2015,135.7587269,9381,33,CG65,LH185
2015_NYH2,2015_NYH2_CG65/LH185,2015,NYH2,CG65/LH185,2015,156.4635642,9786,34,CG65,LH185
2015_NYH3,2015_NYH3_CG65/LH185,2015,NYH3,CG65/LH185,2015,106.4029667,10109,35,CG65,LH185
2015_ONH1,2015_ONH1_CG65/LH185,2015,ONH1,CG65/LH185,2015,214.0281422,10750,37,CG65,LH185
2015_ONH2,2015_ONH2_CG65/LH185,2015,ONH2,CG65/LH185,2015,221.6812637,11032,38,CG65,LH185
2014_ILH1,2014_ILH1_CG65/LH82,2014,ILH1,CG65/LH82,2014,194.4297785,2005,7,CG65,LH82
2014_MOH1,2014_MOH1_CG65/LH82,2014,MOH1,CG65/LH82,2014,145.4515693,2715,10,CG65,LH82
2014_NYH1,2014_NYH1_CG65/LH82,2014,NYH1,CG65/LH82,2014,133.2197184,3684,14,CG65,LH82
2015_MNH1,2015_MNH1_CG65/LH82,2015,MNH1,CG65/LH82,2015,151.2633803,6924,26,CG65,LH82
2015_MOH1,2015_MOH1_CG65/LH82,2015,MOH1,CG65/LH82,2015,55.05539105,7217,27,CG65,LH82
2015_NEH2,2015_NEH2_CG65/LH82,2015,NEH2,CG65/LH82,2015,120.8755961,8665,31,CG65,LH82
2015_NYH2,2015_NYH2_CG65/LH82,2015,NYH2,CG65/LH82,2015,124.640725,9787,34,CG65,LH82
2015_NYH3,2015_NYH3_CG65/LH82,2015,NYH3,CG65/LH82,2015,109.4060345,10110,35,CG65,LH82
2015_ONH1,2015_ONH1_CG65/LH82,2015,ONH1,CG65/LH82,2015,203.5703244,10751,37,CG65,LH82
