"testing","fold","env","individual","observed","predicted"
96,3,"14DS",78,191.3,193.467
98,3,"14WW",38,179.7,196.169
100,3,"14WW",70,173.7,181.496
103,3,"14WW",83,199,179.814
111,3,"14WW",76,203.7,202.262
112,3,"14WW",18,214,196.866
126,3,"14WW",36,199.3,178.169
128,3,"14WW",1,188.7,184.382
129,3,"14WW",142,195,197.972
136,3,"14WW",161,197,200.29
148,3,"14WW",54,211.3,200.927
152,3,"14WW",148,166.3,185.389
153,3,"14WW",13,172.3,192.787
154,3,"14WW",26,190,187.236
169,3,"14WW",67,194,198.247
172,3,"14WW",93,175,167.665
177,3,"14WW",40,202.3,190.512
185,3,"14WW",103,202,187.644
186,3,"14WW",53,200.3,192.336
190,3,"14WW",78,192.7,186.624
191,3,"14WW",17,181,196.763
199,3,"16DS",161,200.67,192.685
214,3,"16DS",148,164.67,177.574
215,3,"16DS",1,184.67,171.783
218,3,"16DS",17,198.67,183.958
224,3,"16DS",18,166,189.178
228,3,"16DS",26,188.33,171.808
242,3,"16DS",53,181.67,177.091
243,3,"16DS",54,189.67,194.164
250,3,"16DS",36,192,159.487
251,3,"16DS",83,189,161.357
257,3,"16DS",67,191.33,189.983
259,3,"16DS",103,184.67,174.385
262,3,"16DS",38,188.67,191.737
264,3,"16DS",76,187,188.2
266,3,"16DS",70,184,166.552
271,3,"16DS",78,169.33,180.045
273,3,"16DS",40,161.67,179.181
276,3,"16DS",13,169.67,180.987
280,3,"16DS",142,181.33,185.881
285,3,"16DS",93,194.33,153.363
291,3,"16WW",17,203.33,194.068
292,3,"16WW",40,210.33,187.884
305,3,"16WW",53,186,194.797
308,3,"16WW",142,159.67,199.768
310,3,"16WW",67,194.67,197.247
311,3,"16WW",1,189,186.896
332,3,"16WW",103,201,191.027
337,3,"16WW",78,191.33,180.265
338,3,"16WW",18,179,195.724
345,3,"16WW",83,190,186.254
356,3,"16WW",93,180.67,172.827
361,3,"16WW",38,189.33,198.598
362,3,"16WW",70,194,180.171
366,3,"16WW",148,181,183.107
370,3,"16WW",54,210.67,202.273
371,3,"16WW",76,197.33,201.309
374,3,"16WW",36,201.67,184.167
380,3,"16WW",161,206.33,201.191
382,3,"16WW",13,196,195.748
383,3,"16WW",26,204.67,190.171
4,4,"14DS",107,205.7,202.25
5,4,"14DS",96,216,208.467
14,4,"14DS",72,200,197.922
24,4,"14DS",87,202.3,206.474
34,4,"14DS",95,214.3,203.047
36,4,"14DS",66,201,200.392
48,4,"14DS",133,206.7,204.203
49,4,"14DS",114,209,212.175
55,4,"14DS",156,200.3,204.597
56,4,"14DS",48,201,195.865
57,4,"14DS",24,204.3,207.575
59,4,"14DS",69,215,205.333
60,4,"14DS",131,181.7,197.31
63,4,"14DS",75,185.7,195.039
65,4,"14DS",121,132.7,205.394
72,4,"14DS",136,201.3,199.414
76,4,"14DS",145,205.7,214.095
85,4,"14DS",61,212,206.596
88,4,"14DS",89,220,207.992
94,4,"14DS",37,205.7,208.014
104,4,"14WW",24,199.7,197.352
107,4,"14WW",37,195.7,198.318
110,4,"14WW",114,213.7,201.008
116,4,"14WW",133,180.7,196.392
117,4,"14WW",136,177.7,189.008
120,4,"14WW",72,205,189.741
124,4,"14WW",145,201,203.681
125,4,"14WW",131,181.7,187.188
127,4,"14WW",61,206.7,196.63
132,4,"14WW",89,196.3,197.208
134,4,"14WW",66,195.3,191.263
141,4,"14WW",121,101.3,194.745
145,4,"14WW",156,200.7,195.443
149,4,"14WW",95,200.3,191.4
165,4,"14WW",48,189.3,185.885
175,4,"14WW",96,199,198.283
180,4,"14WW",107,191.3,191.43
183,4,"14WW",87,199.3,195.344
187,4,"14WW",69,207.3,194.063
188,4,"14WW",75,186,183.296
193,4,"16DS",37,161,187.863
200,4,"16DS",75,172.33,174.231
203,4,"16DS",87,188.67,185.594
205,4,"16DS",89,195.67,189.71
207,4,"16DS",107,186.33,180.553
208,4,"16DS",136,183.33,181.649
210,4,"16DS",72,182.33,181.129
211,4,"16DS",69,181.67,186.49
225,4,"16DS",24,180.67,185.256
226,4,"16DS",61,188,189.701
231,4,"16DS",133,182.33,186.66
233,4,"16DS",145,178.33,196.653
234,4,"16DS",121,70.67,183.102
236,4,"16DS",96,191.67,186.976
237,4,"16DS",131,164.33,177.065
246,4,"16DS",156,187.33,188.629
247,4,"16DS",66,186.33,178.896
252,4,"16DS",48,183.67,175.494
253,4,"16DS",95,187,179.523
256,4,"16DS",114,192,191.065
289,4,"16WW",75,177,187.853
290,4,"16WW",69,204,195.503
294,4,"16WW",145,214,206.94
297,4,"16WW",121,92,196.613
299,4,"16WW",66,194.33,189.966
304,4,"16WW",133,191,195.174
312,4,"16WW",136,191,190.836
313,4,"16WW",96,213,197.431
314,4,"16WW",61,208.33,198.447
316,4,"16WW",37,199,197.555
317,4,"16WW",24,203,194.93
327,4,"16WW",89,203,196.693
330,4,"16WW",114,210.33,200.831
340,4,"16WW",95,207.33,193.563
342,4,"16WW",156,189,195.531
343,4,"16WW",87,199.67,197.064
348,4,"16WW",48,179.67,187.347
359,4,"16WW",107,186,192.741
368,4,"16WW",131,183.33,187.701
373,4,"16WW",72,198.33,186.726
7,5,"14DS",106,200,195.464
8,5,"14DS",15,192.7,203.193
10,5,"14DS",139,214.7,199.197
23,5,"14DS",77,202.3,206.18
38,5,"14DS",128,194.3,204.749
41,5,"14DS",30,204.7,199.944
43,5,"14DS",6,191,198.645
47,5,"14DS",55,216,198.819
53,5,"14DS",92,199,213.437
54,5,"14DS",172,215,206.13
75,5,"14DS",94,197.3,205.36
78,5,"14DS",27,209.3,204.186
81,5,"14DS",165,204,206.883
82,5,"14DS",154,201.3,198.848
89,5,"14DS",143,198.3,204.017
91,5,"14DS",2,198.3,187.067
97,5,"14WW",139,208.3,188.94
99,5,"14WW",55,193.3,187.382
105,5,"14WW",106,203.7,185.08
106,5,"14WW",172,198,195.338
118,5,"14WW",6,184,190.05
119,5,"14WW",94,198.3,195.73
122,5,"14WW",27,192.7,195.775
131,5,"14WW",15,179.3,191.765
144,5,"14WW",154,186.3,187.098
146,5,"14WW",30,196.7,188.978
164,5,"14WW",128,193.7,197.805
167,5,"14WW",92,178,203.884
171,5,"14WW",2,181.3,177.638
174,5,"14WW",143,188,196.717
176,5,"14WW",165,187.7,199.075
179,5,"14WW",77,177,198.23
194,5,"16DS",143,167,188.459
206,5,"16DS",172,185,186.184
209,5,"16DS",128,169.67,187.611
212,5,"16DS",2,190,163.929
216,5,"16DS",154,186.33,176.673
219,5,"16DS",139,193.33,179.932
220,5,"16DS",30,188,178.579
227,5,"16DS",92,179.33,191.191
240,5,"16DS",55,190.67,177.512
255,5,"16DS",94,183,187.692
263,5,"16DS",27,188.33,184.437
270,5,"16DS",77,163,188.391
272,5,"16DS",165,144.67,188.34
274,5,"16DS",15,174,179.327
283,5,"16DS",106,196.67,178.361
286,5,"16DS",6,176,180.187
293,5,"16WW",94,200,198.239
301,5,"16WW",2,187,176.016
302,5,"16WW",106,206.67,187.48
303,5,"16WW",92,192.33,205.604
321,5,"16WW",154,192,191.43
322,5,"16WW",30,198.33,192.173
325,5,"16WW",55,206.67,190.537
333,5,"16WW",128,183,195.347
339,5,"16WW",6,186.67,189.785
341,5,"16WW",165,193.33,196.657
346,5,"16WW",27,189,191.389
349,5,"16WW",15,181.67,193.637
353,5,"16WW",172,185,196.248
354,5,"16WW",143,186.33,195.587
378,5,"16WW",77,178,196.023
381,5,"16WW",139,210.67,191.41
