"testing","fold","env","individual","observed","predicted"
99,2,"14WW",55,193.3,189.403
105,2,"14WW",106,203.7,200.345
106,2,"14WW",172,198,196.174
114,2,"14WW",16,218.3,197.986
117,2,"14WW",136,177.7,195.473
118,2,"14WW",6,184,193.709
120,2,"14WW",72,205,199.642
122,2,"14WW",27,192.7,200.214
133,2,"14WW",9,183.7,196.742
152,2,"14WW",148,166.3,195.202
153,2,"14WW",13,172.3,190.125
161,2,"14WW",57,200,195.805
162,2,"14WW",85,189.3,189.763
163,2,"14WW",3,186.7,198.066
164,2,"14WW",128,193.7,195.28
169,2,"14WW",67,194,201.597
172,2,"14WW",93,175,182.696
174,2,"14WW",143,188,190.783
180,2,"14WW",107,191.3,191.651
181,2,"14WW",90,172.7,186.157
188,2,"14WW",75,186,195.827
189,2,"14WW",159,200,204.728
190,2,"14WW",78,192.7,202.848
196,2,"16DS",29,184,182.348
201,2,"16DS",58,190.33,176.335
203,2,"16DS",87,188.67,164.762
205,2,"16DS",89,195.67,190.026
216,2,"16DS",154,186.33,187.935
220,2,"16DS",30,188,172.48
222,2,"16DS",68,198,183.977
229,2,"16DS",138,160,160.644
241,2,"16DS",5,189,176.73
244,2,"16DS",177,193.67,178.477
245,2,"16DS",47,202.33,185.008
252,2,"16DS",48,183.67,169.816
259,2,"16DS",103,184.67,159.634
268,2,"16DS",20,181,177.619
269,2,"16DS",112,180,167.161
270,2,"16DS",77,163,180.038
272,2,"16DS",165,144.67,177.921
280,2,"16DS",142,181.33,190.25
281,2,"16DS",42,186,179.282
299,2,"16WW",66,194.33,181.3
301,2,"16WW",2,187,176.279
303,2,"16WW",92,192.33,191.874
313,2,"16WW",96,213,205.294
314,2,"16WW",61,208.33,201.423
315,2,"16WW",25,203,202.555
318,2,"16WW",4,208.67,192.057
338,2,"16WW",18,179,203.015
340,2,"16WW",95,207.33,192.729
344,2,"16WW",35,189,193.081
349,2,"16WW",15,181.67,153.556
352,2,"16WW",10,161.67,173.246
361,2,"16WW",38,189.33,191.746
368,2,"16WW",131,183.33,187.827
370,2,"16WW",54,210.67,208.016
375,2,"16WW",173,197,190.656
379,2,"16WW",19,190,199.401
381,2,"16WW",139,210.67,202.772
2,3,"14DS",18,222.7,202.95
7,3,"14DS",106,200,214.035
8,3,"14DS",15,192.7,199.661
11,3,"14DS",142,209,210.628
17,3,"14DS",53,211.7,197.206
20,3,"14DS",25,202.7,200.024
21,3,"14DS",103,208.3,210.752
23,3,"14DS",77,202.3,206.455
25,3,"14DS",1,199,205.14
27,3,"14DS",13,197.3,196.221
31,3,"14DS",148,186,198.023
34,3,"14DS",95,214.3,207.49
40,3,"14DS",68,199,197.14
43,3,"14DS",6,191,202.446
54,3,"14DS",172,215,206.163
63,3,"14DS",75,185.7,195.515
67,3,"14DS",83,213,199.707
68,3,"14DS",9,197.3,204.651
69,3,"14DS",138,184.3,198.616
77,3,"14DS",123,97.7,134.236
84,3,"14DS",159,198.3,205.713
86,3,"14DS",173,206,202.798
89,3,"14DS",143,198.3,206.146
91,3,"14DS",2,198.3,195.032
96,3,"14DS",78,191.3,202.22
102,3,"14WW",125,183,185.381
107,3,"14WW",37,195.7,192.041
110,3,"14WW",114,213.7,196.371
116,3,"14WW",133,180.7,195.04
125,3,"14WW",131,181.7,186.92
134,3,"14WW",66,195.3,186.388
137,3,"14WW",81,203.7,198.123
140,3,"14WW",11,180,176.437
142,3,"14WW",5,178,188.204
143,3,"14WW",42,201.7,192.467
156,3,"14WW",33,204,197.885
157,3,"14WW",52,219.3,205.316
158,3,"14WW",112,192.3,198.717
168,3,"14WW",64,202.7,188.041
176,3,"14WW",165,187.7,190.101
184,3,"14WW",58,196,199.537
187,3,"14WW",69,207.3,200.096
191,3,"14WW",17,181,182.315
207,3,"16DS",107,186.33,183.569
208,3,"16DS",136,183.33,176.272
219,3,"16DS",139,193.33,197.7
223,3,"16DS",28,185.67,196.198
226,3,"16DS",61,188,202.213
227,3,"16DS",92,179.33,193.134
232,3,"16DS",4,180.67,178.085
234,3,"16DS",121,70.67,98.806
236,3,"16DS",96,191.67,181.379
243,3,"16DS",54,189.67,189.921
249,3,"16DS",35,186,191.6
260,3,"16DS",82,199.67,176.766
262,3,"16DS",38,188.67,195.27
263,3,"16DS",27,188.33,183.464
265,3,"16DS",135,179.67,174.591
278,3,"16DS",60,195.67,180.704
282,3,"16DS",97,196.67,184.958
284,3,"16DS",8,195.67,181.502
285,3,"16DS",93,194.33,181.65
292,3,"16WW",40,210.33,199.749
293,3,"16WW",94,200,202.536
294,3,"16WW",145,214,204.977
310,3,"16WW",67,194.67,193.044
317,3,"16WW",24,203,195.799
321,3,"16WW",154,192,189.53
325,3,"16WW",55,206.67,203.323
327,3,"16WW",89,203,199.536
328,3,"16WW",14,179,190.52
333,3,"16WW",128,183,200.829
342,3,"16WW",156,189,193.548
343,3,"16WW",87,199.67,194.784
351,3,"16WW",3,161.67,186.375
358,3,"16WW",90,190,180.584
360,3,"16WW",65,196,193.962
362,3,"16WW",70,194,183.079
363,3,"16WW",177,195,192.17
371,3,"16WW",76,197.33,193.922
373,3,"16WW",72,198.33,193.327
374,3,"16WW",36,201.67,195.01
380,3,"16WW",161,206.33,207.472
383,3,"16WW",26,204.67,191.678
1,4,"14DS",29,214.3,205.442
15,4,"14DS",85,204,188.237
22,4,"14DS",112,197,207.694
24,4,"14DS",87,202.3,206.671
26,4,"14DS",42,200.7,204.706
29,4,"14DS",28,210.3,200.077
30,4,"14DS",5,192.3,199.605
33,4,"14DS",90,193,192.897
35,4,"14DS",67,213.7,210.653
36,4,"14DS",66,201,202.247
37,4,"14DS",16,220,205.958
38,4,"14DS",128,194.3,197.599
41,4,"14DS",30,204.7,201.081
42,4,"14DS",177,207.7,201.769
44,4,"14DS",8,205.7,198.56
46,4,"14DS",60,204.7,203.061
50,4,"14DS",125,190.3,201.068
51,4,"14DS",76,202,206.659
52,4,"14DS",38,203,205.889
58,4,"14DS",3,197.3,200.946
59,4,"14DS",69,215,211.325
72,4,"14DS",136,201.3,195.949
79,4,"14DS",20,199.7,202.066
81,4,"14DS",165,204,196.299
85,4,"14DS",61,212,213.106
88,4,"14DS",89,220,216.72
90,4,"14DS",35,202.7,206.583
97,4,"14WW",139,208.3,187.779
100,4,"14WW",70,173.7,177.449
108,4,"14WW",138,190,184.126
119,4,"14WW",94,198.3,202.594
124,4,"14WW",145,201,213.109
126,4,"14WW",36,199.3,200.504
144,4,"14WW",154,186.3,189.645
149,4,"14WW",95,200.3,200.344
151,4,"14WW",82,198.3,189.473
154,4,"14WW",26,190,199.07
165,4,"14WW",48,189.3,186.573
167,4,"14WW",92,178,192.222
170,4,"14WW",47,193.3,201.168
171,4,"14WW",2,181.3,174.65
173,4,"14WW",19,182,189.24
175,4,"14WW",96,199,213.488
179,4,"14WW",77,177,176.658
182,4,"14WW",141,192.7,191.236
185,4,"14WW",103,202,199.292
195,4,"16DS",173,173.67,179.963
197,4,"16DS",159,187.33,183.731
199,4,"16DS",161,200.67,188.234
204,4,"16DS",25,181,192.482
206,4,"16DS",172,185,195.986
213,4,"16DS",64,188.67,197.329
215,4,"16DS",1,184.67,180.157
225,4,"16DS",24,180.67,198.146
237,4,"16DS",131,164.33,148.686
239,4,"16DS",10,168.67,164.962
240,4,"16DS",55,190.67,196.892
251,4,"16DS",83,189,189.677
261,4,"16DS",158,197.67,200.76
267,4,"16DS",65,190.33,194.294
273,4,"16DS",40,161.67,145.812
274,4,"16DS",15,174,155.523
275,4,"16DS",33,172,171.276
287,4,"16DS",57,183,184.273
289,4,"16WW",75,177,182.772
297,4,"16WW",121,92,155.818
304,4,"16WW",133,191,191.171
305,4,"16WW",53,186,197.877
309,4,"16WW",58,203.33,194.807
326,4,"16WW",11,191.67,190.814
334,4,"16WW",97,204.33,192.952
337,4,"16WW",78,191.33,197.841
346,4,"16WW",27,189,193.351
355,4,"16WW",123,147.67,112.328
366,4,"16WW",148,181,185.501
367,4,"16WW",52,202.67,214.634
369,4,"16WW",68,201.33,202.551
4,5,"14DS",107,205.7,209.972
5,5,"14DS",96,216,211.004
6,5,"14DS",70,196,188.285
10,5,"14DS",139,214.7,211.632
14,5,"14DS",72,200,204.677
16,5,"14DS",26,218.7,203.774
47,5,"14DS",55,216,211.051
56,5,"14DS",48,201,196.855
57,5,"14DS",24,204.3,202.193
60,5,"14DS",131,181.7,199.177
74,5,"14DS",54,214.7,197.7
80,5,"14DS",58,211.3,213.528
82,5,"14DS",154,201.3,200.742
109,5,"14WW",20,189.3,184.652
111,5,"14WW",76,203.7,196.875
112,5,"14WW",18,214,197.958
121,5,"14WW",28,193.3,198.92
123,5,"14WW",10,174.3,180.572
130,5,"14WW",173,196,180.321
132,5,"14WW",89,196.3,193.951
138,5,"14WW",68,204,186.793
139,5,"14WW",4,182.7,196.152
146,5,"14WW",30,196.7,197.255
155,5,"14WW",135,177.7,194.345
159,5,"14WW",8,188,194.244
160,5,"14WW",35,199.7,190.521
178,5,"14WW",97,186,186.997
193,5,"16DS",37,161,179.145
198,5,"16DS",85,177.67,180.834
202,5,"16DS",123,0,144.405
209,5,"16DS",128,169.67,190.715
211,5,"16DS",69,181.67,199.418
212,5,"16DS",2,190,184.535
214,5,"16DS",148,164.67,168.348
221,5,"16DS",19,185.33,173.163
230,5,"16DS",81,192.33,184.565
231,5,"16DS",133,182.33,149.656
235,5,"16DS",14,160,176.622
238,5,"16DS",11,173.67,185.911
242,5,"16DS",53,181.67,187.738
246,5,"16DS",156,187.33,187.585
247,5,"16DS",66,186.33,191.29
248,5,"16DS",90,179.33,186.041
250,5,"16DS",36,192,187.849
255,5,"16DS",94,183,182.33
256,5,"16DS",114,192,192.985
258,5,"16DS",125,170.67,158.435
277,5,"16DS",52,190,197.353
286,5,"16DS",6,176,179.794
288,5,"16DS",9,191.33,181.346
291,5,"16WW",17,203.33,184.341
295,5,"16WW",158,209,207.732
296,5,"16WW",29,220,199.932
298,5,"16WW",159,196,196.759
302,5,"16WW",106,206.67,190.357
306,5,"16WW",82,182,188.345
308,5,"16WW",142,159.67,191.853
311,5,"16WW",1,189,176.649
320,5,"16WW",60,201,195.818
323,5,"16WW",141,198.67,204.777
324,5,"16WW",47,202,203.252
332,5,"16WW",103,201,209.736
336,5,"16WW",16,195,201.843
345,5,"16WW",83,190,196.209
347,5,"16WW",57,180,194.606
353,5,"16WW",172,185,200.097
354,5,"16WW",143,186.33,178.007
356,5,"16WW",93,180.67,171.737
372,5,"16WW",5,193.67,190.24
378,5,"16WW",77,178,186.597
382,5,"16WW",13,196,184.172
