"testing","fold","env","individual","observed","predicted"
1,1,"14DS",29,214.3,208.405
3,1,"14DS",93,203.3,211.841
5,1,"14DS",96,216,213.828
6,1,"14DS",70,196,195.725
7,1,"14DS",106,200,209.486
9,1,"14DS",40,202.3,207.008
13,1,"14DS",52,224,213.533
15,1,"14DS",85,204,195.184
23,1,"14DS",77,202.3,203.947
25,1,"14DS",1,199,204.251
37,1,"14DS",16,220,205.523
39,1,"14DS",10,177,187.573
43,1,"14DS",6,191,202.108
48,1,"14DS",133,206.7,203.738
51,1,"14DS",76,202,206.893
54,1,"14DS",172,215,208.638
60,1,"14DS",131,181.7,197.853
61,1,"14DS",19,202.3,201.244
63,1,"14DS",75,185.7,197.267
65,1,"14DS",121,132.7,177.523
75,1,"14DS",94,197.3,203.931
77,1,"14DS",123,97.7,166.83
79,1,"14DS",20,199.7,203.532
92,1,"14DS",135,196.3,204.573
103,1,"14WW",83,199,181.309
112,1,"14WW",18,214,191.348
113,1,"14WW",158,220,200.368
117,1,"14WW",136,177.7,193.028
121,1,"14WW",28,193.3,196.428
122,1,"14WW",27,192.7,195.76
129,1,"14WW",142,195,191.753
130,1,"14WW",173,196,182.114
131,1,"14WW",15,179.3,184.171
132,1,"14WW",89,196.3,196.685
136,1,"14WW",161,197,184.483
158,1,"14WW",112,192.3,199.835
160,1,"14WW",35,199.7,196.599
165,1,"14WW",48,189.3,186.945
167,1,"14WW",92,178,197.172
183,1,"14WW",87,199.3,201.588
186,1,"14WW",53,200.3,192.401
194,1,"16DS",143,167,182.988
201,1,"16DS",58,190.33,176.169
211,1,"16DS",69,181.67,201.294
213,1,"16DS",64,188.67,192.818
214,1,"16DS",148,164.67,171.678
220,1,"16DS",30,188,171.793
225,1,"16DS",24,180.67,195.288
229,1,"16DS",138,160,166.098
230,1,"16DS",81,192.33,185.206
233,1,"16DS",145,178.33,150.101
253,1,"16DS",95,187,174.115
254,1,"16DS",3,186,165.673
257,1,"16DS",67,191.33,182.335
258,1,"16DS",125,170.67,158.659
260,1,"16DS",82,199.67,176.838
282,1,"16DS",97,196.67,178.274
287,1,"16DS",57,183,186.428
291,1,"16WW",17,203.33,185.807
299,1,"16WW",66,194.33,183.354
301,1,"16WW",2,187,178.468
316,1,"16WW",37,199,198.306
320,1,"16WW",60,201,190.204
323,1,"16WW",141,198.67,201.132
324,1,"16WW",47,202,204.095
326,1,"16WW",11,191.67,194.085
328,1,"16WW",14,179,187.228
330,1,"16WW",114,210.33,210.368
337,1,"16WW",78,191.33,197.514
342,1,"16WW",156,189,191.417
350,1,"16WW",33,163.67,177.646
360,1,"16WW",65,196,192.756
370,1,"16WW",54,210.67,199.52
372,1,"16WW",5,193.67,193.902
373,1,"16WW",72,198.33,191.795
374,1,"16WW",36,201.67,199.31
383,1,"16WW",26,204.67,190.672
11,2,"14DS",142,209,211.016
12,2,"14DS",33,228.3,199.805
33,2,"14DS",90,193,195.383
42,2,"14DS",177,207.7,205.738
44,2,"14DS",8,205.7,197.57
45,2,"14DS",65,203.7,210.136
74,2,"14DS",54,214.7,205.205
94,2,"14DS",37,205.7,207.65
115,2,"14WW",25,200.3,207.485
116,2,"14WW",133,180.7,195.509
120,2,"14WW",72,205,197.057
123,2,"14WW",10,174.3,183.109
124,2,"14WW",145,201,211.65
128,2,"14WW",1,188.7,182.383
139,2,"14WW",4,182.7,191.295
140,2,"14WW",11,180,171.647
142,2,"14WW",5,178,187.082
144,2,"14WW",154,186.3,189.902
145,2,"14WW",156,200.7,194.279
146,2,"14WW",30,196.7,193.583
150,2,"14WW",14,187.3,191.856
151,2,"14WW",82,198.3,187.912
154,2,"14WW",26,190,198.879
161,2,"14WW",57,200,198.291
162,2,"14WW",85,189.3,188.414
175,2,"14WW",96,199,215.372
176,2,"14WW",165,187.7,192.031
196,2,"16DS",29,184,183.013
199,2,"16DS",161,200.67,185.961
206,2,"16DS",172,185,199.629
208,2,"16DS",136,183.33,171.988
219,2,"16DS",139,193.33,204.477
222,2,"16DS",68,198,184.228
223,2,"16DS",28,185.67,199.785
240,2,"16DS",55,190.67,203.12
247,2,"16DS",66,186.33,187.952
250,2,"16DS",36,192,178.207
256,2,"16DS",114,192,195.919
259,2,"16DS",103,184.67,162.457
268,2,"16DS",20,181,180.564
269,2,"16DS",112,180,165.469
274,2,"16DS",15,174,158.811
277,2,"16DS",52,190,214.226
278,2,"16DS",60,195.67,185.184
281,2,"16DS",42,186,179.912
285,2,"16DS",93,194.33,175.428
286,2,"16DS",6,176,195.695
292,2,"16WW",40,210.33,202.028
297,2,"16WW",121,92,174.17
298,2,"16WW",159,196,193.891
303,2,"16WW",92,192.33,195.552
310,2,"16WW",67,194.67,197.719
314,2,"16WW",61,208.33,203.632
317,2,"16WW",24,203,195.005
327,2,"16WW",89,203,201.327
331,2,"16WW",135,193,195.499
333,2,"16WW",128,183,196.67
335,2,"16WW",64,201,208.374
343,2,"16WW",87,199.67,192.463
346,2,"16WW",27,189,190.376
348,2,"16WW",48,179.67,179.046
357,2,"16WW",9,200.33,176.794
359,2,"16WW",107,186,186.417
361,2,"16WW",38,189.33,191.522
365,2,"16WW",81,205,224.24
371,2,"16WW",76,197.33,191.33
375,2,"16WW",173,197,193.678
382,2,"16WW",13,196,186.763
20,3,"14DS",25,202.7,198.034
26,3,"14DS",42,200.7,200.885
27,3,"14DS",13,197.3,196.146
29,3,"14DS",28,210.3,212.337
30,3,"14DS",5,192.3,196.377
38,3,"14DS",128,194.3,195.156
40,3,"14DS",68,199,197.046
41,3,"14DS",30,204.7,207.843
46,3,"14DS",60,204.7,204.466
53,3,"14DS",92,199,208.801
55,3,"14DS",156,200.3,191.258
58,3,"14DS",3,197.3,198.575
62,3,"14DS",17,196.7,201.772
69,3,"14DS",138,184.3,198.01
70,3,"14DS",161,214,210.331
71,3,"14DS",82,208.7,208.615
84,3,"14DS",159,198.3,210.119
87,3,"14DS",47,208.3,213.372
90,3,"14DS",35,202.7,201.054
96,3,"14DS",78,191.3,201.711
97,3,"14WW",139,208.3,181.224
98,3,"14WW",38,179.7,185.894
102,3,"14WW",125,183,179.846
104,3,"14WW",24,199.7,192.731
114,3,"14WW",16,218.3,204.666
127,3,"14WW",61,206.7,197.776
135,3,"14WW",29,208.7,188.022
137,3,"14WW",81,203.7,194.041
149,3,"14WW",95,200.3,196.525
155,3,"14WW",135,177.7,193.83
159,3,"14WW",8,188,190.637
168,3,"14WW",64,202.7,185.802
169,3,"14WW",67,194,198.922
174,3,"14WW",143,188,190.538
177,3,"14WW",40,202.3,187.028
178,3,"14WW",97,186,185.147
180,3,"14WW",107,191.3,188.162
184,3,"14WW",58,196,199.636
187,3,"14WW",69,207.3,204.912
193,3,"16DS",37,161,175.916
198,3,"16DS",85,177.67,187.144
200,3,"16DS",75,172.33,182.853
202,3,"16DS",123,0,147.249
203,3,"16DS",87,188.67,177.698
205,3,"16DS",89,195.67,193.564
210,3,"16DS",72,182.33,191.703
212,3,"16DS",2,190,178.861
217,3,"16DS",141,188.67,195.309
224,3,"16DS",18,166,189.826
228,3,"16DS",26,188.33,183.712
232,3,"16DS",4,180.67,181.395
235,3,"16DS",14,160,174.495
239,3,"16DS",10,168.67,172.259
242,3,"16DS",53,181.67,189.218
243,3,"16DS",54,189.67,194.602
248,3,"16DS",90,179.33,191.424
251,3,"16DS",83,189,188.821
252,3,"16DS",48,183.67,177.773
255,3,"16DS",94,183,181.406
261,3,"16DS",158,197.67,197.227
270,3,"16DS",77,163,180.845
272,3,"16DS",165,144.67,180.732
280,3,"16DS",142,181.33,188.862
283,3,"16DS",106,196.67,179.65
288,3,"16DS",9,191.33,187.544
312,3,"16WW",136,191,185.465
313,3,"16WW",96,213,203.896
321,3,"16WW",154,192,190.975
325,3,"16WW",55,206.67,208.041
332,3,"16WW",103,201,211.14
339,3,"16WW",6,186.67,194.404
349,3,"16WW",15,181.67,137.009
356,3,"16WW",93,180.67,158.232
362,3,"16WW",70,194,183.546
363,3,"16WW",177,195,189.483
366,3,"16WW",148,181,190.638
367,3,"16WW",52,202.67,208.141
368,3,"16WW",131,183.33,191.374
376,3,"16WW",112,189.33,197.127
379,3,"16WW",19,190,192.02
2,4,"14DS",18,222.7,196.555
8,4,"14DS",15,192.7,195.986
10,4,"14DS",139,214.7,206.332
16,4,"14DS",26,218.7,201.298
17,4,"14DS",53,211.7,191.91
18,4,"14DS",57,190.7,192.968
19,4,"14DS",64,199,196.023
24,4,"14DS",87,202.3,208.326
