"testing","fold","env","individual","observed","predicted"
2,1,"14DS",18,222.7,197.548
10,1,"14DS",139,214.7,208.612
15,1,"14DS",85,204,188.109
16,1,"14DS",26,218.7,202.298
17,1,"14DS",53,211.7,193.599
32,1,"14DS",158,211.7,209.689
36,1,"14DS",66,201,201.876
37,1,"14DS",16,220,206.427
42,1,"14DS",177,207.7,204.925
45,1,"14DS",65,203.7,205.648
49,1,"14DS",114,209,218.24
51,1,"14DS",76,202,209.222
55,1,"14DS",156,200.3,192.171
61,1,"14DS",19,202.3,203.278
66,1,"14DS",4,201.7,185.047
71,1,"14DS",82,208.7,201.241
78,1,"14DS",27,209.3,198.006
85,1,"14DS",61,212,209.122
88,1,"14DS",89,220,215.178
109,1,"14WW",20,189.3,193.196
117,1,"14WW",136,177.7,195.131
120,1,"14WW",72,205,203.393
125,1,"14WW",131,181.7,185.541
130,1,"14WW",173,196,185.771
133,1,"14WW",9,183.7,192.67
136,1,"14WW",161,197,189.99
137,1,"14WW",81,203.7,200.523
152,1,"14WW",148,166.3,200.363
153,1,"14WW",13,172.3,185.7
156,1,"14WW",33,204,200.249
161,1,"14WW",57,200,191.504
169,1,"14WW",67,194,199.695
171,1,"14WW",2,181.3,173.841
200,1,"16DS",75,172.33,180.31
207,1,"16DS",107,186.33,181.019
213,1,"16DS",64,188.67,191.571
234,1,"16DS",121,70.67,118.494
236,1,"16DS",96,191.67,188.046
238,1,"16DS",11,173.67,181.942
239,1,"16DS",10,168.67,169.812
240,1,"16DS",55,190.67,193.602
252,1,"16DS",48,183.67,178.163
259,1,"16DS",103,184.67,171.596
262,1,"16DS",38,188.67,188.574
265,1,"16DS",135,179.67,177.177
274,1,"16DS",15,174,162.342
284,1,"16DS",8,195.67,183.439
293,1,"16WW",94,200,204.039
296,1,"16WW",29,220,194.065
298,1,"16WW",159,196,198.419
303,1,"16WW",92,192.33,198.138
304,1,"16WW",133,191,182.777
309,1,"16WW",58,203.33,194.226
311,1,"16WW",1,189,186.833
321,1,"16WW",154,192,192.963
323,1,"16WW",141,198.67,198.445
328,1,"16WW",14,179,180.908
329,1,"16WW",42,188.33,199.496
334,1,"16WW",97,204.33,193.917
339,1,"16WW",6,186.67,196.353
340,1,"16WW",95,207.33,188.739
341,1,"16WW",165,193.33,186.907
343,1,"16WW",87,199.67,196.546
345,1,"16WW",83,190,188.764
351,1,"16WW",3,161.67,184.871
353,1,"16WW",172,185,200.577
354,1,"16WW",143,186.33,179.103
356,1,"16WW",93,180.67,151.342
358,1,"16WW",90,190,182.165
372,1,"16WW",5,193.67,192.375
376,1,"16WW",112,189.33,199.571
378,1,"16WW",77,178,189.707
1,2,"14DS",29,214.3,202.988
6,2,"14DS",70,196,188.197
9,2,"14DS",40,202.3,208.021
18,2,"14DS",57,190.7,197.28
19,2,"14DS",64,199,198.588
20,2,"14DS",25,202.7,197.676
23,2,"14DS",77,202.3,201.92
24,2,"14DS",87,202.3,205.248
26,2,"14DS",42,200.7,198.204
34,2,"14DS",95,214.3,207.447
35,2,"14DS",67,213.7,207.872
38,2,"14DS",128,194.3,198.992
41,2,"14DS",30,204.7,207.304
46,2,"14DS",60,204.7,202.931
47,2,"14DS",55,216,212.216
48,2,"14DS",133,206.7,205.392
54,2,"14DS",172,215,208.639
63,2,"14DS",75,185.7,198.514
67,2,"14DS",83,213,198.735
76,2,"14DS",145,205.7,199.792
79,2,"14DS",20,199.7,204.522
81,2,"14DS",165,204,203.531
82,2,"14DS",154,201.3,201.972
83,2,"14DS",141,202.3,210.621
90,2,"14DS",35,202.7,203.776
92,2,"14DS",135,196.3,203.941
