"testing","fold","env","individual","observed","predicted"
14,3,"14DS",72,200,200.309
27,3,"14DS",13,197.3,196.459
28,3,"14DS",14,197,196.34
29,3,"14DS",28,210.3,205.066
30,3,"14DS",5,192.3,199.238
31,3,"14DS",148,186,196.74
43,3,"14DS",6,191,198.704
44,3,"14DS",8,205.7,200.593
53,3,"14DS",92,199,207.395
58,3,"14DS",3,197.3,200.55
59,3,"14DS",69,215,209.602
69,3,"14DS",138,184.3,198.79
72,3,"14DS",136,201.3,202.49
73,3,"14DS",11,198.7,200.28
74,3,"14DS",54,214.7,203.642
77,3,"14DS",123,97.7,122.932
84,3,"14DS",159,198.3,204.895
87,3,"14DS",47,208.3,210.868
89,3,"14DS",143,198.3,204.419
98,3,"14WW",38,179.7,188.012
100,3,"14WW",70,173.7,179.772
101,3,"14WW",60,193,184.084
103,3,"14WW",83,199,171.071
112,3,"14WW",18,214,195.381
115,3,"14WW",25,200.3,199.406
124,3,"14WW",145,201,204.635
126,3,"14WW",36,199.3,198.153
128,3,"14WW",1,188.7,181.682
129,3,"14WW",142,195,188.136
131,3,"14WW",15,179.3,184.941
135,3,"14WW",29,208.7,198.311
141,3,"14WW",121,101.3,137.214
143,3,"14WW",42,201.7,189.633
146,3,"14WW",30,196.7,193.753
155,3,"14WW",135,177.7,194.236
164,3,"14WW",128,193.7,192.88
166,3,"14WW",65,189,193.18
168,3,"14WW",64,202.7,188.252
176,3,"14WW",165,187.7,194.203
180,3,"14WW",107,191.3,186.251
181,3,"14WW",90,172.7,183.154
184,3,"14WW",58,196,200.902
188,3,"14WW",75,186,197.415
203,3,"16DS",87,188.67,169.636
205,3,"16DS",89,195.67,196.547
206,3,"16DS",172,185,197.596
217,3,"16DS",141,188.67,189.232
221,3,"16DS",19,185.33,172.522
225,3,"16DS",24,180.67,195.722
231,3,"16DS",133,182.33,152.02
242,3,"16DS",53,181.67,186.964
253,3,"16DS",95,187,190.315
255,3,"16DS",94,183,169.473
257,3,"16DS",67,191.33,184.347
258,3,"16DS",125,170.67,162.574
263,3,"16DS",27,188.33,183.603
271,3,"16DS",78,169.33,183.477
273,3,"16DS",40,161.67,130.444
282,3,"16DS",97,196.67,187.197
291,3,"16WW",17,203.33,180.439
295,3,"16WW",158,209,206.897
302,3,"16WW",106,206.67,195.192
306,3,"16WW",82,182,186.027
307,3,"16WW",85,159.67,164.292
314,3,"16WW",61,208.33,203.519
316,3,"16WW",37,199,198.727
325,3,"16WW",55,206.67,207.651
330,3,"16WW",114,210.33,209.415
342,3,"16WW",156,189,196.141
344,3,"16WW",35,189,196.726
348,3,"16WW",48,179.67,176.443
352,3,"16WW",10,161.67,172.857
357,3,"16WW",9,200.33,172.159
365,3,"16WW",81,205,219.308
368,3,"16WW",131,183.33,191.912
369,3,"16WW",68,201.33,205.596
371,3,"16WW",76,197.33,199.929
383,3,"16WW",26,204.67,192.174
25,4,"14DS",1,199,203.527
33,4,"14DS",90,193,193.183
39,4,"14DS",10,177,179.526
50,4,"14DS",125,190.3,203.554
57,4,"14DS",24,204.3,206.491
60,4,"14DS",131,181.7,196.467
64,4,"14DS",97,202,197.702
68,4,"14DS",9,197.3,208.015
80,4,"14DS",58,211.3,209.417
93,4,"14DS",81,215.3,219.885
94,4,"14DS",37,205.7,207.733
106,4,"14WW",172,198,190.751
110,4,"14WW",114,213.7,203.053
114,4,"14WW",16,218.3,194.572
132,4,"14WW",89,196.3,201.309
142,4,"14WW",5,178,188.565
144,4,"14WW",154,186.3,193.481
147,4,"14WW",177,193.3,198.077
148,4,"14WW",54,211.3,208.903
149,4,"14WW",95,200.3,202.036
151,4,"14WW",82,198.3,198.422
159,4,"14WW",8,188,197.617
160,4,"14WW",35,199.7,193.096
163,4,"14WW",3,186.7,191.43
177,4,"14WW",40,202.3,195.734
187,4,"14WW",69,207.3,204.278
190,4,"14WW",78,192.7,192.978
195,4,"16DS",173,173.67,182.411
196,4,"16DS",29,184,193.804
197,4,"16DS",159,187.33,186.182
198,4,"16DS",85,177.67,178.882
199,4,"16DS",161,200.67,192.102
204,4,"16DS",25,181,190.508
209,4,"16DS",128,169.67,186.098
212,4,"16DS",2,190,175.59
218,4,"16DS",17,198.67,174.201
219,4,"16DS",139,193.33,204.424
220,4,"16DS",30,188,181.725
222,4,"16DS",68,198,188.056
224,4,"16DS",18,166,194.064
226,4,"16DS",61,188,201.989
227,4,"16DS",92,179.33,179.924
228,4,"16DS",26,188.33,191.978
232,4,"16DS",4,180.67,178.826
233,4,"16DS",145,178.33,184.357
235,4,"16DS",14,160,170.968
245,4,"16DS",47,202.33,185.815
246,4,"16DS",156,187.33,185.817
250,4,"16DS",36,192,186.318
251,4,"16DS",83,189,193.135
269,4,"16DS",112,180,174.021
270,4,"16DS",77,163,178.233
272,4,"16DS",165,144.67,178.954
277,4,"16DS",52,190,207.732
280,4,"16DS",142,181.33,186.784
281,4,"16DS",42,186,182.551
283,4,"16DS",106,196.67,191.109
285,4,"16DS",93,194.33,176.848
286,4,"16DS",6,176,181.544
287,4,"16DS",57,183,185.548
299,4,"16WW",66,194.33,187.103
310,4,"16WW",67,194.67,200.949
312,4,"16WW",136,191,186.366
313,4,"16WW",96,213,206.062
319,4,"16WW",138,182.67,191.685
320,4,"16WW",60,201,199.593
326,4,"16WW",11,191.67,191.195
331,4,"16WW",135,193,186.502
332,4,"16WW",103,201,208.045
335,4,"16WW",64,201,198.416
346,4,"16WW",27,189,195.142
350,4,"16WW",33,163.67,182.26
355,4,"16WW",123,147.67,67.409
360,4,"16WW",65,196,194.926
361,4,"16WW",38,189.33,189.279
362,4,"16WW",70,194,182.298
364,4,"16WW",28,204.33,192.95
377,4,"16WW",20,183.33,189.017
382,4,"16WW",13,196,182.883
4,5,"14DS",107,205.7,199.289
5,5,"14DS",96,216,204.308
7,5,"14DS",106,200,210.831
8,5,"14DS",15,192.7,197.187
11,5,"14DS",142,209,210.891
12,5,"14DS",33,228.3,202.018
21,5,"14DS",103,208.3,203.923
22,5,"14DS",112,197,203.879
40,5,"14DS",68,199,199.287
52,5,"14DS",38,203,208.251
56,5,"14DS",48,201,198.681
62,5,"14DS",17,196.7,199.905
65,5,"14DS",121,132.7,151.922
70,5,"14DS",161,214,207.837
75,5,"14DS",94,197.3,200.554
86,5,"14DS",173,206,201.708
91,5,"14DS",2,198.3,192.242
97,5,"14WW",139,208.3,192.33
99,5,"14WW",55,193.3,188.545
113,5,"14WW",158,220,202.519
116,5,"14WW",133,180.7,197.679
118,5,"14WW",6,184,194.767
123,5,"14WW",10,174.3,181.827
127,5,"14WW",61,206.7,201.948
134,5,"14WW",66,195.3,189.53
157,5,"14WW",52,219.3,200.537
167,5,"14WW",92,178,192.336
172,5,"14WW",93,175,198.031
173,5,"14WW",19,182,185.941
179,5,"14WW",77,177,179.545
182,5,"14WW",141,192.7,194.823
183,5,"14WW",87,199.3,204.429
189,5,"14WW",159,200,200.122
192,5,"14WW",123,89.7,162.426
193,5,"16DS",37,161,175.895
194,5,"16DS",143,167,177.887
211,5,"16DS",69,181.67,198.914
216,5,"16DS",154,186.33,191.093
223,5,"16DS",28,185.67,193.256
229,5,"16DS",138,160,159.696
237,5,"16DS",131,164.33,157.079
241,5,"16DS",5,189,181.978
248,5,"16DS",90,179.33,185.317
249,5,"16DS",35,186,190.618
256,5,"16DS",114,192,193.504
264,5,"16DS",76,187,185.045
266,5,"16DS",70,184,169.482
268,5,"16DS",20,181,176.938
276,5,"16DS",13,169.67,162.399
278,5,"16DS",60,195.67,180.624
288,5,"16DS",9,191.33,180.897
289,5,"16WW",75,177,183.993
292,5,"16WW",40,210.33,200.433
294,5,"16WW",145,214,205.109
300,5,"16WW",125,186,186.436
305,5,"16WW",53,186,196.621
315,5,"16WW",25,203,203.806
317,5,"16WW",24,203,196.379
318,5,"16WW",4,208.67,201.565
322,5,"16WW",30,198.33,187.509
324,5,"16WW",47,202,206.514
333,5,"16WW",128,183,200.057
336,5,"16WW",16,195,211.786
337,5,"16WW",78,191.33,205.91
338,5,"16WW",18,179,200.241
347,5,"16WW",57,180,189.903
363,5,"16WW",177,195,193.812
366,5,"16WW",148,181,191.316
370,5,"16WW",54,210.67,207.212
373,5,"16WW",72,198.33,194.476
374,5,"16WW",36,201.67,199.928
